,NR,WR,SR,ER,NER,TOTAL
2018-02-02,46405,49478,41899,18385,2494,152105
2018-02-03,45279,50319,42867,18646,2416,153130
2018-02-04,43354,48986,39433,17841,2230,146049
2018-02-05,44971,49176,42730,18729,2370,151923
2018-02-06,46573,49132,43911,18883,2352,154941
2018-02-07,47485,48376,44064,18866,2388,154894
2018-02-08,46086,48453,40412,18637,2486,154828
2018-02-09,47564,48620,44177,18681,2343,155434
2018-02-10,46816,47947,42798,19038,2333,152214
2018-02-11,43037,46515,40715,19890,2259,145837
2018-02-12,41175,45301,42922,18778,2369,146737
2018-02-13,42737,45103,44198,18503,2365,145792
2018-02-14,43748,44166,43110,18412,2268,148631
2018-02-15,44111,45770,44198,17969,2329,150850
2018-02-16,44152,46140,44399,18312,2311,150873
2018-02-17,51738,46596,44679,18514,2343,155050
2018-02-18,42189,45521,42148,18213,2317,145360
2018-02-19,44117,48202,43952,18231,2319,150967
2018-02-20,45558,47471,44174,18953,2380,152844
2018-02-21,44984,48658,44870,18711,2371,154620
2018-02-22,44152,46140,44399,18312,2311,150873
2018-02-23,43765,50187,45566,18673,2317,154334
2018-02-24,43615,49553,44183,18934,2353,152461
2018-02-25,41751,48758,42659,18503,2270,146905
2018-02-26,44974,57185,44522,18909,2294,154182
2018-02-27,46313,50224,45024,19448,2271,156040
2018-02-28,44534,50628,45229,19259,2349,157231
2018-03-01,43393,50671,45397,18305,2246,152576
2018-03-02,37961,42724,44235,17542,2122,140470
2018-03-03,38512,48159,44847,18691,2134,146839
2018-03-04,39134,48291,42177,19908,2196,145031
2018-03-05,41944,49184,44755,18973,2276,153468
2018-03-06,44278,49366,45136,19970,2067,155291
2018-03-07,44963,49112,45688,19782,2295,156701
2018-03-08,43170,48910,45280,19543,2333,155449
2018-03-09,43756,49354,46561,19296,2366,155145
2018-03-10,43598,49395,45726,19654,2219,155698
2018-03-11,43084,47632,42758,19377,2161,150325
2018-03-12,45041,50180,45697,20125,2297,157348
2018-03-13,44662,50356,45784,20338,2241,157501
2018-03-14,43825,48910,45864,20618,2308,157492
2018-03-15,43653,49117,45867,21304,2320,156809
2018-03-16,43853,48356,45752,20118,2149,152504
2018-03-17,44063,48870,42328,19594,2160,153996
2018-03-18,42409,46764,39683,19716,2084,145626
2018-03-19,44296,49066,42058,20629,2274,155181
2018-03-20,43749,49313,44502,20101,2392,156540
2018-03-21,41832,48897,44916,20862,2364,155027
2018-03-22,43187,49423,45655,20838,2409,157808
2018-03-23,44072,49330,46766,20949,2293,159889
2018-03-24,42857,48672,46695,21084,2285,158839
2018-03-25,40131,46607,44021,18718,2316,147997
2018-03-26,43561,49877,46573,20558,2370,159057
2018-03-27,43349,50881,47118,20858,2343,159507
2018-03-28,44200,50304,46888,20502,2425,160447
2018-03-29,43490,50361,47788,21556,2038,160385
2018-03-30,41855,50163,47059,19589,1859,153307
2018-03-31,42023,50038,45776,18405,2237,152299
2018-04-01,40129,46274,42625,16681,2151,142609
2018-04-02,43860,49098,43371,19436,2414,154413
2018-04-03,44739,50171,44774,19825,2339,158932
2018-04-04,45174,49571,45385,19059,2548,158878
2018-04-05,45311,49588,45385,19706,2192,158181
2018-04-06,40777,49775,45874,20134,2305,151012
2018-04-07,42347,49978,44430,17817,2485,149322
2018-04-08,41856,47352,41553,19178,2241,148619
2018-04-09,39974,49719,44475,17894,2383,149747
2018-04-10,41665,50608,44989,19040,2460,153528
2018-04-11,39476,50905,45323,18890,2282,151159
2018-04-12,42155,49639,45170,17870,2411,153738
2018-04-13,42618,50474,45137,20616,2361,157091
2018-04-14,42852,50497,44058,19564,2158,153213
2018-04-15,41298,47994,41101,20586,2199,147450
2018-04-16,44035,51729,44750,21345,2428,159218
2018-04-17,45940,51168,45203,20040,2312,156420
2018-04-18,46911,50457,45579,20159,2315,161225
2018-04-19,46745,50645,48317,21000,2404,161811
2018-04-20,45476,49697,45110,20993,2307,157638
2018-04-21,46364,50880,44570,20049,2223,159952
2018-04-22,44071,48849,42115,20411,2274,154599
2018-04-23,46030,51870,44821,20414,2385,159600
2018-04-24,46750,51202,43685,20731,2433,158776
2018-04-25,48089,50699,44201,20969,1789,161242
2018-04-26,48326,50806,44948,19757,2332,158173
2018-04-27,48565,51178,44097,19523,2416,161315
2018-04-28,48563,50973,44590,19053,2349,158306
2018-04-29,48687,47544,42338,18917,2203,156078
2018-04-30,49469,49374,45502,18034,2278,155285
2018-05-01,50414,47669,40110,18793,2237,154869
2018-05-02,50302,50385,43286,17809,2048,152101
2018-05-03,45040,51252,41606,20406,2266,151335
2018-05-04,47420,51641,41927,20482,2192,158885
2018-05-05,48420,51590,41262,20886,2421,159183
2018-05-06,47807,49614,38886,20719,2091,157030
2018-05-07,46716,51962,43029,21750,2207,160602
2018-05-08,46409,52038,42832,20833,2229,159027
2018-05-09,45533,52431,41517,20988,1904,156008
2018-05-10,48087,52947,41194,20725,2011,156635
2018-05-11,50625,52018,42643,19385,2226,158555
2018-05-12,50204,51164,40150,21187,2216,158258
2018-05-13,48732,49515,36823,20154,2267,154458
2018-05-14,47665,53035,40375,19019,2410,153680
2018-05-15,49720,53055,41351,20199,1921,159026
2018-05-16,50739,51641,41354,18865,2540,158961
2018-05-17,51609,51825,41746,19882,2499,160174
2018-05-18,53033,51018,41849,19004,2405,161790
2018-05-19,52386,52331,41015,21520,2374,162456
2018-05-20,53649,50447,39132,20050,2451,162221
2018-05-21,55668,54049,42200,22054,2487,167669
2018-05-22,56752,54148,42543,21144,2481,170121
2018-05-23,55849,53507,41702,21654,2207,167826
2018-05-24,54346,53931,41468,21976,2346,168673
2018-05-25,54893,53511,40513,21210,2341,165767
2018-05-26,55016,53659,40456,21585,2452,165728
2018-05-27,55350,51655,38371,20921,2405,164618
2018-05-28,56513,53956,41869,20042,2483,169158
2018-05-29,56277,53873,42008,21234,2478,170315
2018-05-30,54845,54658,42359,21962,2527,170895
2018-05-31,56972,54046,42129,21136,2598,168269
2018-06-01,57050,53367,41953,19450,2483,166417
2018-06-02,53462,52332,39204,21008,2627,161425
2018-06-03,55124,47613,38757,21047,2540,160212
2018-06-04,57489,52518,41264,21792,2592,167364
2018-06-05,56997,51233,41995,21871,2646,166098
2018-06-06,56645,50833,40984,21911,2614,167048
2018-06-07,57271,49793,40503,22006,2666,167271
2018-06-08,56897,48638,40146,21821,2752,163755
2018-06-09,55341,46846,38401,21448,2615,158833
2018-06-10,52971,44901,35747,20938,2400,155139
2018-06-11,57208,46453,40268,20583,2639,163568
2018-06-12,57411,47648,40294,19959,2374,164060
2018-06-13,56334,48189,40483,21453,2401,165707
2018-06-14,57182,49833,39761,21256,2414,167599
2018-06-15,56814,50001,39847,21564,2428,166900
2018-06-16,57237,48841,38973,21249,2364,164003
2018-06-17,54057,47210,37149,21017,2267,159728
2018-06-18,52289,49222,41008,22678,2483,162977
2018-06-19,55227,50722,42012,22411,2720,166328
2018-06-20,57940,50894,42072,21519,2744,168996
2018-06-21,58457,50044,41343,20747,2233,168017
2018-06-22,60640,47355,41090,22189,2580,170241
2018-06-23,61942,45995,39969,21504,2630,168081
2018-06-24,61785,43681,37900,20864,2474,164327
2018-06-25,61256,45197,40197,19638,2628,165133
2018-06-26,61224,43936,41098,20295,2696,164717
2018-06-27,57436,44486,40445,19254,2646,159582
2018-06-28,51115,43588,41090,20505,2714,154476
2018-06-29,50121,43445,42590,20894,2643,157047
2018-06-30,54293,44623,40199,20581,2645,160437
2018-07-01,54772,44018,38038,19671,2553,157446
2018-07-02,54326,45981,40732,19497,2566,160357
2018-07-03,55066,44025,41418,20048,2513,159810
2018-07-04,55056,44047,41976,20034,2762,160330
2018-07-05,55999,44418,42566,20735,2544,163416
2018-07-06,58552,44757,41143,20736,2621,165378
2018-07-07,59858,45203,39511,21190,2953,165606
2018-07-08,60706,43322,37092,21038,2552,161638
2018-07-09,62376,44430,39031,20982,2585,166129
2018-07-10,62727,44218,38758,21577,2721,167867
2018-07-11,62394,44209,39083,22052,2677,164172
2018-07-12,59698,44402,38565,21991,2554,164672
2018-07-13,58528,45485,38697,21826,2520,158779
2018-07-14,55034,44377,38043,21561,2543,159653
2018-07-15,57134,41933,35978,21260,2556,157307
2018-07-16,57334,42594,39022,21367,2664,160578
2018-07-17,58035,42846,40287,21468,2659,163172
2018-07-18,56622,42969,41215,22232,2673,162908
2018-07-19,58413,43790,41235,22041,2768,164714
2018-07-20,57035,43933,41775,21479,2609,162639
2018-07-21,54430,43930,40609,20169,2561,157861
2018-07-22,51233,41129,38508,18788,2479,149966
2018-07-23,53918,42708,41775,20514,2630,159479
2018-07-24,56572,44037,42569,21144,2478,164974
2018-07-25,54690,43157,43454,20708,2635,158977
2018-07-26,48471,42989,43255,20370,2673,156609
2018-07-27,47302,43630,43416,20399,2776,155368
2018-07-28,49455,45483,43822,21346,2755,160074
2018-07-29,50202,44826,41341,20104,2610,158031
2018-07-30,53312,47067,45156,20674,2620,167173
2018-07-31,55282,47873,45285,20397,2638,167133
2018-08-01,56759,47276,44927,20280,2659,168059
2018-08-02,57073,48594,43569,19923,2632,168262
2018-08-03,57118,49427,42570,20616,2643,169781
2018-08-04,56750,49295,41880,21186,2757,169591
2018-08-05,56378,48674,39621,20263,2611,162558
2018-08-06,52828,50224,41894,21275,2775,167547
2018-08-07,52411,50345,41600,20470,2691,162931
2018-08-08,52678,49634,39868,21324,2691,161951
2018-08-09,56237,48593,41471,21862,2716,167340
2018-08-10,58584,49669,42875,21847,2718,170273
2018-08-11,57495,49558,39545,21920,2663,166159
2018-08-12,55769,47112,36206,21052,2631,159472
2018-08-13,54959,50635,38694,21420,2755,165472
2018-08-14,57762,50526,38354,21980,2751,168279
2018-08-15,57427,49803,35577,20686,2504,158283
2018-08-16,56776,47173,36548,22032,2742,163390
2018-08-17,57181,44758,39109,22652,2695,163917
2018-08-18,56708,46145,39099,22831,2740,163450
2018-08-19,55341,43500,36067,21287,2665,155761
2018-08-20,57641,45112,38259,21113,2653,162804
2018-08-21,59256,44317,39856,21975,2662,166331
2018-08-22,58069,44140,40040,21912,2775,164894
2018-08-23,54715,45072,42832,22356,2689,165229
2018-08-24,55294,45092,41565,22171,2671,165278
2018-08-25,64797,45114,41469,21641,2677,163767
2018-08-26,52984,41775,39007,20426,2608,151715
2018-08-27,55810,44636,39895,21396,2774,161278
2018-08-28,54402,45717,40672,21637,2717,163042
2018-08-29,54598,45346,41838,22192,2726,166084
2018-08-30,56607,45412,42248,21215,2755,166515
2018-08-31,56550,44819,42260,21573,2783,167002
2018-09-01,55410,44901,40998,21075,2724,164494
2018-09-02,52256,43336,38783,19823,2535,151125
2018-09-03,49113,42521,42325,21498,2786,157142
2018-09-04,51886,44923,43599,21172,2763,163288
2018-09-05,53116,46573,43664,20659,2791,166210
2018-09-06,50762,46886,43890,19667,2769,162802
2018-09-07,49022,47568,45150,20891,2738,162531
2018-09-08,49871,46900,44286,20842,2719,163311
2018-09-09,46925,47543,42717,21220,2442,155868
2018-09-10,50934,50344,44492,20930,2589,164377
2018-09-11,52312,51432,45448,21230,2525,169530
2018-09-12,52349,52156,48279,20946,2523,169148
2018-09-13,53809,50323,42762,20925,2652,166958
2018-09-14,54649,53045,44850,21465,2639,173170
2018-09-15,53539,55600,44076,21135,2649,171837
2018-09-16,54168,52847,41906,20660,2700,167569
2018-09-17,55383,53236,41948,20695,2668,169990
2018-09-18,56539,54701,42686,21764,2850,175590
2018-09-19,55529,53984,42492,21847,2815,172093
2018-09-20,56326,54723,42899,20290,2745,171111
2018-09-21,54666,54470,41061,18478,2786,164877
2018-09-22,49332,49308,41878,21095,2709,158013
2018-09-23,41179,47323,40411,21706,2636,151251
2018-09-24,43222,52852,43449,21444,2663,159347
2018-09-25,44815,54107,43548,21517,2624,163364
2018-09-26,47964,53162,42493,21461,2683,164797
2018-09-27,48678,53448,42718,21388,2748,166570
2018-09-28,48094,53413,42101,22190,2744,165425
2018-09-29,50207,53554,41764,22155,2719,167996
2018-09-30,48274,51676,39731,21578,2547,161870
2018-10-01,50254,54613,41501,22043,2800,167661
2018-10-02,48371,54285,40057,22416,2649,164742
2018-10-03,50593,55573,42120,23033,2640,170683
2018-10-04,51193,55032,41412,22006,2711,169250
2018-10-05,50211,54856,42104,22177,2655,168906
2018-10-06,50035,55145,41898,22652,2670,170327
2018-10-07,47877,54189,40123,21708,2618,163809
2018-10-08,49631,56502,41652,21963,2565,168803
2018-10-09,49282,55523,43160,22112,2565,170054
2018-10-10,49475,56697,43642,20698,2488,170636
2018-10-11,47945,56399,44101,19464,2489,166659
2018-10-12,48275,56254,44159,19461,2505,168867
2018-10-13,49044,56666,43966,19918,2504,167525
2018-10-14,44545,56122,42577,20211,2402,159949
2018-10-15,47755,57770,44201,20650,2532,168735
2018-10-16,48289,58081,43731,20140,2478,167156
2018-10-17,47324,57651,40584,19984,2454,162610
2018-10-18,49112,53960,36640,19645,2365,157080
2018-10-19,43286,56366,39158,18556,2023,154882
2018-10-20,45225,57197,40952,19940,2431,161827
2018-10-21,42961,56093,39163,20347,2462,155515
2018-10-22,45348,56850,42852,20620,2542,163260
2018-10-23,45072,57005,43912,20514,2520,164746
2018-10-24,44685,56168,44057,20019,2469,163951
2018-10-25,45521,56684,44789,20013,2571,165798
2018-10-26,45820,56597,44548,19795,2540,165166
2018-10-27,44463,56424,43992,19564,2534,163378
2018-10-28,42426,54796,43708,18828,2372,154866
2018-10-29,44986,56373,43334,20294,2462,162335
2018-10-30,44137,56053,44466,19692,2477,163659
2018-10-31,44786,56053,44654,19979,2477,164081
2018-11-01,44099,56024,42967,20363,2486,161662
2018-11-02,44534,56135,43429,19989,2514,161852
2018-11-03,43535,56614,41402,20042,2611,159809
2018-11-04,42235,56047,39114,19555,2276,153237
2018-11-05,45971,55973,41203,20451,2405,160639
2018-11-06,43371,54799,39820,20729,2408,153600
2018-11-07,40023,47294,39217,19988,2391,142338
2018-11-08,37168,44252,40839,20208,2491,140939
2018-11-09,37168,44252,40839,20208,2491,140939
2018-11-10,41307,49324,42240,19214,2443,150059
2018-11-11,41410,49798,40475,19270,2296,147765
2018-11-12,43270,53049,43058,19394,2474,155709
2018-11-13,42943,53547,43440,18987,2524,156440
2018-11-14,42428,54507,43821,18928,2462,156733
2018-11-15,43550,54809,43320,19043,2491,157704
2018-11-16,43248,55150,40505,19136,2399,155433
2018-11-17,42116,54839,41192,19102,2417,154547
2018-11-18,39911,53064,38353,18003,2254,145381
2018-11-19,43170,54582,41222,19090,2408,155776
2018-11-20,43690,54127,40845,18661,2403,156199
2018-11-21,43091,54702,40041,19109,2498,155570
2018-11-22,43701,55772,40012,19095,2616,155900
2018-11-23,42907,54977,39439,18350,2455,153215
2018-11-24,43389,55003,39302,18510,2486,154251
2018-11-25,41494,54128,36547,17620,2311,145623
2018-11-26,42778,55985,40203,18675,2446,155287
2018-11-27,42522,55952,40441,18570,2454,155878
2018-11-28,43820,53899,41085,18539,2488,155660
2018-11-29,43196,54935,41558,18476,2496,155261
2018-11-30,42749,53846,41192,18493,2480,154252
2018-12-01,43118,53510,40526,18093,2457,153354
2018-12-02,41537,52676,37552,17772,2354,146478
2018-12-03,42848,54465,40753,17929,2509,154660
2018-12-04,43963,55043,46151,18518,2486,156477
2018-12-05,44227,54761,42481,18116,2382,155587
2018-12-06,43807,54428,41018,17800,2502,155030
2018-12-07,43621,54668,40984,17923,2471,153992
2018-12-08,44615,54680,41258,19806,2463,156939
2018-12-09,43234,53475,38208,17111,2334,149106
2018-12-10,44509,54401,42551,17792,2466,155996
2018-12-11,44605,54194,42773,17908,2455,158177
2018-12-12,43884,54223,43656,18490,2485,156337
2018-12-13,44587,53917,44567,18150,2382,155725
2018-12-14,44898,53080,45216,17870,2374,156003
2018-12-15,45591,53321,42892,18409,2449,157202
2018-12-16,43069,52821,39315,17576,2298,149975
2018-12-17,45812,52588,40392,17280,2351,153606
2018-12-18,45542,52676,43913,17574,2001,154266
2018-12-19,45845,52993,42350,18023,2391,155279
2018-12-20,45610,53556,42643,17994,2379,157410
2018-12-21,45673,54076,43614,17793,2422,158155
2018-12-22,46010,54002,42871,17528,2352,157446
2018-12-23,43955,53342,40263,17320,2294,152634
2018-12-24,46442,54998,42694,18106,2374,157636
2018-12-25,45393,55151,42022,18434,2351,156788
2018-12-26,47332,54935,43211,18255,2376,160309
2018-12-27,47104,54766,44373,18239,2431,162024
2018-12-28,47743,54312,44526,18208,2414,162661
2018-12-29,47880,54008,43474,18157,2471,158104
2018-12-30,45347,53957,40871,17683,2320,155380
2018-12-31,46417,54827,42990,18594,2398,160028
2019-01-01,45737,45720,38540,17423,2314,149734
2019-01-02,45781,47429,41507,17744,2427,154888
2019-01-03,45758,47824,41563,16750,2432,154327
2019-01-04,46268,47440,41363,17169,2439,154679
2019-01-05,45471,47876,40840,18197,2407,154791
2019-01-06,43666,45357,37943,17583,2338,146887
2019-01-07,46311,47989,40766,16733,2392,154191
2019-01-08,47177,48795,40517,17963,2357,156809
2019-01-09,46734,48343,40753,17741,2319,155890
2019-01-10,46246,48500,41883,18063,2449,157141
2019-01-11,47014,47939,41791,18123,2408,157275
2019-01-12,46465,48136,40903,17390,2414,155308
2019-01-13,43280,44986,38452,17079,2347,146144
2019-01-14,43784,43073,39005,17727,2385,145974
2019-01-15,47463,45705,35876,17598,2334,148976
2019-01-16,46747,47513,37304,18073,2385,152022
2019-01-17,46745,48098,38123,18398,2449,153813
2019-01-18,47296,47672,40171,18715,2404,156258
2019-01-19,46421,48249,39718,18147,2436,154971
2019-01-20,42786,45785,37336,17262,2339,145508
2019-01-21,39327,47632,40318,17950,2342,147569
2019-01-22,42720,47808,40841,18556,2431,152356
2019-01-23,44579,47291,41182,18043,2349,153444
2019-01-24,42956,47073,41818,17738,2397,151982
2019-01-25,44143,44607,41392,18118,2399,150659
2019-01-26,39341,40755,38501,17337,2313,138247
2019-01-27,40974,43226,36696,17492,2337,140725
2019-01-28,43155,46572,40273,18257,2422,150679
2019-01-29,45047,46902,40892,18292,2247,153380
2019-01-30,45377,47185,41557,18427,2408,154954
2019-01-31,46082,46832,41277,18580,2462,155233
2019-02-01,45228,45976,41279,18198,2405,153086
2019-02-02,45034,47033,40549,18148,2457,153221
2019-02-03,42261,44989,38621,17186,2404,145461
2019-02-04,43973,47414,41240,17752,2487,152866
2019-02-05,44519,47902,41679,17943,2344,154387
2019-02-06,42075,47072,42018,18168,2494,151827
2019-02-07,37224,46570,42665,18005,2454,146918
2019-02-08,41341,45882,42960,16319,2344,148846
2019-02-09,41332,46115,42040,16642,2379,148508
2019-02-10,38671,43864,38504,16786,2321,140146
2019-02-11,42709,47184,42556,17274,2425,152148
2019-02-12,42545,47644,43588,17708,2486,153971
2019-02-13,44106,47716,42912,17524,2454,154712
2019-02-14,42018,47265,42988,17965,2426,152662
2019-02-15,42345,45221,42783,17500,2457,150306
2019-02-16,42542,45874,42852,16794,2358,150420
2019-02-17,40254,43675,40190,16266,2076,142461
2019-02-18,42465,46304,44082,17163,2394,152408
2019-02-19,43422,46851,44514,17012,2375,154174
2019-02-20,43780,47308,45069,17442,2424,156023
2019-02-21,43402,48074,44039,18002,2462,155979
2019-02-22,42736,47584,44410,18639,2428,155797
2019-02-23,43071,47915,43385,17952,2450,154773
2019-02-24,40086,44366,41271,17162,2326,145211
2019-02-25,42685,47731,44943,16814,2419,154592
2019-02-26,43345,45866,44555,16626,2403,152795
2019-02-27,42750,46510,45059,15422,2307,152048
2019-02-28,42751,46510,45421,15670,2286,152638
2019-03-01,43710,46506,44951,16086,2451,153704
2019-03-02,42142,47050,44947,17111,2439,153689
2019-03-03,37981,43641,42215,16233,2362,142432
2019-03-04,39016,44295,44293,16710,2396,146710
2019-03-05,41139,47520,45762,16901,2282,153604
2019-03-06,41130,47235,45628,16692,2420,153105
2019-03-07,41529,47781,45489,17014,2450,154263
2019-03-08,42045,47188,45612,17029,2329,154203
2019-03-09,41034,47394,45059,17214,2443,153144
2019-03-10,38585,45008,42803,16773,2338,145507
2019-03-11,40949,47862,46561,17516,2454,155342
2019-03-12,41737,48609,45241,17917,2442,155946
2019-03-13,42376,47565,46415,17810,2443,156609
2019-03-14,40886,47261,47162,17886,2479,155674
2019-03-15,41330,47387,46148,17794,2455,155114
2019-03-16,41852,48012,45912,20816,2317,158909
2019-03-17,39952,44606,43170,17040,2382,147150
2019-03-18,42194,47983,46726,19617,2381,158901
2019-03-19,42642,48418,46861,20031,2374,160326
2019-03-20,40425,44818,47047,19856,2452,154598
2019-03-21,36025,36992,45714,18217,2259,139207
2019-03-22,38345,45455,47572,18359,2257,151988
2019-03-23,40778,47813,46483,19569,2396,157039
2019-03-24,39362,45629,42644,19742,2366,149743
2019-03-25,41093,48678,46648,20613,2306,159338
2019-03-26,41216,50053,47131,19254,2173,159827
2019-03-27,41407,49600,46904,20805,2314,161030
2019-03-28,42074,49826,46713,21103,2447,162163
2019-03-29,43293,50027,47147,20879,2576,163922
2019-03-30,41417,49952,46363,21269,2459,161460
2019-03-31,39242,45950,43187,19230,1752,149361
2019-04-01,42598,49285,46230,19523,2228,159864
2019-04-02,46342,50278,46949,21407,1939,166915
2019-04-03,46795,50939,47984,21979,2313,170010
2019-04-04,47209,50199,46189,22617,2305,168519
2019-04-05,46277,49836,46222,21465,2377,166177
2019-04-06,46898,49578,43116,15768,2379,157739
2019-04-07,40928,47212,41607,18793,2195,150735
2019-04-08,46336,50742,44644,18850,2230,162802
2019-04-09,48028,50508,45307,14823,2269,160935
2019-04-10,48004,50898,45481,20142,2460,166985
2019-04-11,47675,50588,44531,20208,2514,165516
2019-04-12,48356,50439,45280,20635,2593,167303
2019-04-13,48189,49425,45732,19450,2620,165416
2019-04-14,46535,46848,42470,20432,2385,158670
2019-04-15,48045,48576,45381,20761,2170,164933
2019-04-16,38579,46137,45877,21009,2322,153924
2019-04-17,38165,46542,43897,20402,2074,151080
2019-04-18,43081,47990,39753,21125,2389,154338
2019-04-19,44267,47365,41839,20055,2429,155955
2019-04-20,45216,48453,40518,21104,2161,157452
2019-04-21,43874,46670,39063,16779,2328,148714
2019-04-22,47645,50357,40828,20259,2435,161524
2019-04-23,49837,47919,42232,20654,2605,163247
2019-04-24,47698,50853,43941,21899,2638,167029
2019-04-25,50958,51370,44505,22527,2733,172093
2019-04-26,52129,51580,43411,21820,2549,171489
2019-04-27,50974,51831,43411,21820,2549,170585
2019-04-28,48941,49191,40163,21518,2104,161917
2019-04-29,52255,51158,42381,21923,2420,170137
2019-04-30,52619,51122,42302,21112,2405,169560
2019-05-01,51475,46853,38357,20354,2236,159275
2019-05-02,44491,50055,42719,20980,2493,160738
2019-05-03,47791,48353,43853,14655,2351,157003
2019-05-04,49941,48786,42914,18216,1419,161276
2019-05-05,48479,46846,40659,18725,2195,156904
2019-05-06,51369,49901,44591,20017,2395,168273
2019-05-07,52026,49569,42109,21249,2466,167419
2019-05-08,53780,49667,42532,21737,2386,170102
2019-05-09,54014,50416,44044,22000,2390,172864
2019-05-10,45651,50622,44232,22119,2438,165062
2019-05-11,53987,50025,42729,20792,2310,169843
2019-05-12,49553,47123,40886,20621,2187,160370
2019-05-13,45899,49618,42029,20228,1864,159638
2019-05-14,52783,49622,43465,20043,2334,168247
2019-05-15,52145,49582,41474,19421,2374,164996
2019-05-16,52067,50116,44172,21573,2545,170473
2019-05-17,43471,50202,43299,22033,2293,161298
2019-05-18,49664,49617,43627,22084,2411,167403
2019-05-19,48037,48393,41345,21605,2420,161800
2019-05-20,51707,51951,43436,22032,2591,171717
2019-05-21,52349,51656,42436,21721,2572,170734
2019-05-22,53794,51115,43385,21222,2619,172135
2019-05-23,46683,51395,42143,20551,2424,163196
2019-05-24,52009,51156,43082,21496,2263,170006
2019-05-25,52169,51165,42508,18162,2376,166380
2019-05-26,50380,49544,39967,20250,2495,162636
2019-05-27,53530,51613,43142,21552,2460,172297
2019-05-28,54812,51413,44278,20474,2645,173622
2019-05-29,55876,51761,43693,22349,2702,176381
2019-05-30,56513,51494,43549,20641,2601,174798
2019-05-31,56432,50970,43386,19749,2408,172945
2019-06-01,55018,51120,44145,21380,2482,174145
2019-06-02,53424,47839,36710,17663,2544,158180
2019-06-03,56183,50514,40212,19374,2311,168594
2019-06-04,56703,51146,42188,20575,2485,173097
2019-06-05,55779,50642,39873,19291,2659,168244
2019-06-06,49963,51005,38749,20334,2745,162796
2019-06-07,55835,49176,40973,19649,2549,168182
2019-06-08,54746,50874,41190,20144,2647,169601
2019-06-09,54835,47063,37481,20255,2602,162236
2019-06-10,57100,49311,41601,19621,2639,170272
2019-06-11,58158,50642,42951,21079,2780,175610
2019-06-12,45592,46860,42001,18285,2733,155471
2019-06-13,59878,46115,41428,20586,2782,170789
2019-06-14,59914,48708,43115,21070,2685,175492
2019-06-15,55528,46558,42954,19482,2642,167164
2019-06-16,53200,44814,40011,19933,2540,160498
2019-06-17,47761,46830,42282,21205,2632,160710
2019-06-18,54143,47446,44039,20715,2796,169139
2019-06-19,54553,47894,43838,19983,2836,169104
2019-06-20,52341,48777,41807,20199,2765,165889
2019-06-21,59075,49106,40445,18614,2739,169979
2019-06-22,57384,47458,40445,18234,2823,166344
2019-06-23,52861,44947,36925,19707,2725,157165
2019-06-24,54587,47271,41707,20658,2687,166910
2019-06-25,57920,47941,41490,22369,2684,172404
2019-06-26,60446,47082,40660,21073,2608,171869
2019-06-27,60858,47305,41658,20873,2696,173390
2019-06-28,61992,44798,42562,20944,2512,172808
2019-06-29,60121,44841,41010,21404,2832,170208
2019-06-30,59498,41420,36707,19793,2739,160157
2019-07-01,60971,43678,40454,19394,2752,167249
2019-07-02,61149,42868,40595,18933,2812,166357
2019-07-03,62627,43546,42143,19180,2811,170307
2019-07-04,56715,43858,42025,19006,2846,164450
2019-07-05,56661,42875,41059,19843,2880,163318
2019-07-06,55806,42574,41051,19112,2325,160868
2019-07-07,54296,41390,38126,17912,2474,154198
2019-07-08,57970,44095,41957,19510,2550,166082
2019-07-09,54594,45581,40625,19591,2632,163023
2019-07-10,55433,46061,39725,18418,2549,162186
2019-07-11,55690,46698,40459,17694,2515,163056
2019-07-12,55643,47220,41492,19435,2374,166164
2019-07-13,54148,48165,39757,19843,2580,164493
2019-07-14,51006,45905,37939,20151,2278,157279
2019-07-15,48725,49049,40667,20988,2397,161826
2019-07-16,49017,49337,41780,20677,2632,163443
2019-07-17,50223,49926,41446,21600,2652,165847
2019-07-18,51010,49827,40413,22130,2627,166007
2019-07-19,53172,48644,38792,21489,2747,164844
2019-07-20,53529,49386,39760,21595,2795,167065
2019-07-21,52058,46486,36766,21579,2619,159508
2019-07-22,56382,49840,39735,22119,2619,170695
2019-07-23,59193,50648,39146,20825,2548,172360
2019-07-24,55962,48778,41803,20371,2642,169556
2019-07-25,53510,46532,40533,20340,2654,163569
2019-07-26,52217,44894,39171,20289,2784,159355
2019-07-27,49630,44951,38701,20093,2731,156106
2019-07-28,49838,42268,35774,19390,2621,149891
2019-07-29,55248,43636,39844,19582,2729,161039
2019-07-30,55000,42505,40041,21489,2702,161737
2019-07-31,55338,42294,39684,21905,2739,161960
2019-08-01,55338,42294,39684,21905,2739,161960
2019-08-02,54206,42345,39245,21774,2838,160408
2019-08-03,54130,42290,37586,21630,2842,158478
2019-08-04,54081,40483,35781,21763,2732,154840
2019-08-05,56997,43153,37690,22096,2930,162866
2019-08-06,53329,44240,38007,19822,2912,158310
2019-08-07,56014,43078,35973,20611,2643,158319
2019-08-08,56550,42529,36165,19684,2851,157779
2019-08-09,54193,41739,36708,21785,2841,157266
2019-08-10,55284,41838,37935,22288,2859,160204
2019-08-11,53621,40959,36209,20804,2772,154365
2019-08-12,58142,43398,38963,19907,2412,162822
2019-08-13,55338,43780,39214,20585,2693,161610
2019-08-14,54901,42823,39528,20891,2617,160760
