,NR,WR,SR,ER,NER,TOTAL
2014-01-01,738,843,727,289,33,2630
2014-01-02,766,871,739,287,32,2694
2014-01-03,805,875,754,286,32,2753
2014-01-04,791,883,747,307,33,2760
2014-01-05,758,852,719,291,31,2651
2014-01-06,780,863,746,294,34,2717
2014-01-07,786,870,764,292,34,2747
2014-01-08,810,886,768,293,33,2791
2014-01-09,791,891,764,296,33,2775
2014-01-10,805,884,766,300,33,2789
2014-01-11,800,867,760,291,34,2751
2014-01-12,785,860,742,286,34,2707
2014-01-13,791,876,764,299,33,2763
2014-01-14,799,835,730,299,33,2696
2014-01-15,804,842,703,299,32,2679
2014-01-16,807,861,723,298,33,2723
2014-01-17,800,859,754,295,33,2741
2014-01-18,716,841,764,294,33,2648
2014-01-19,753,840,742,286,32,2653
2014-01-20,768,865,759,290,32,2714
2014-01-21,739,843,760,297,31,2669
2014-01-22,719,821,766,297,31,2634
2014-01-23,691,827,769,295,32,2613
2014-01-24,744,810,779,298,32,2662
2014-01-25,735,814,773,297,33,2652
2014-01-26,717,772,733,288,33,2542
2014-01-27,734,816,752,288,32,2622
2014-01-28,767,840,768,300,32,2707
2014-01-29,771,848,768,300,30,2716
2014-01-30,764,860,760,303,31,2718
2014-01-31,773,861,763,297,32,2725
2014-02-01,771,864,768,298,28,2729
2014-02-02,741,847,746,292,29,2656
2014-02-03,750,876,761,300,30,2717
2014-02-04,770,891,774,302,30,2767
2014-02-05,763,943,767,293,29,2795
2014-02-06,759,913,769,297,32,2771
2014-02-07,741,909,770,296,33,2749
2014-02-08,750,910,778,292,32,2761
2014-02-09,740,883,747,286,31,2687
2014-02-10,762,898,770,297,31,2758
2014-02-11,783,899,782,297,32,2794
2014-02-12,796,902,786,300,32,2816
2014-02-13,802,892,798,297,32,2820
2014-02-14,747,870,799,294,34,2743
2014-02-15,742,852,791,282,34,2701
2014-02-16,748,824,755,270,32,2628
2014-02-17,767,857,773,279,29,2705
2014-02-18,777,874,778,285,31,2745
2014-02-19,784,883,779,287,30,2763
2014-02-20,781,899,781,289,31,2780
2014-02-21,769,893,789,296,33,2779
2014-02-22,746,873,797,295,31,2742
2014-02-23,736,840,767,288,32,2662
2014-02-24,761,846,788,291,32,2718
2014-02-25,766,831,787,294,32,2710
2014-02-26,768,811,779,299,33,2691
2014-02-27,745,785,777,300,32,2639
2014-02-28,773,861,763,297,32,2725
2014-03-01,688,775,761,290,28,2542
2014-03-02,681,762,745,294,28,2511
2014-03-03,708,801,750,291,29,2578
2014-03-04,723,790,748,287,29,2577
2014-03-05,729,811,768,285,31,2623
2014-03-06,731,814,765,296,31,2638
2014-03-07,741,821,765,299,32,2658
2014-03-08,737,822,751,299,30,2640
2014-03-09,741,790,727,289,30,2577
2014-03-10,694,818,760,304,30,2605
2014-03-11,665,830,776,310,32,2613
2014-03-12,681,842,778,311,33,2645
2014-03-13,725,846,792,315,32,2710
2014-03-14,748,849,800,322,32,2751
2014-03-15,756,872,803,322,30,2783
2014-03-16,753,843,782,304,27,2709
2014-03-17,698,763,794,301,28,2584
2014-03-18,677,837,798,310,32,2653
2014-03-19,751,894,798,319,27,2789
2014-03-20,766,909,793,322,29,2818
2014-03-21,773,887,795,323,31,2809
2014-03-22,779,894,822,326,32,2853
2014-03-23,752,889,818,311,30,2800
2014-03-24,689,919,832,313,32,2786
2014-03-25,713,921,840,315,32,2822
2014-03-26,761,930,845,333,32,2902
2014-03-27,743,938,834,343,32,2890
2014-03-28,728,939,824,341,33,2865
2014-03-29,731,941,822,334,33,2861
2014-03-30,714,915,808,333,32,2802
2014-03-31,741,928,823,335,33,2860
2014-04-01,748,927,831,336,32,2874
2014-04-02,751,928,828,339,31,2877
2014-04-03,743,950,829,352,31,2905
2014-04-04,764,951,825,343,28,2911
2014-04-05,758,960,801,335,31,2885
2014-04-06,738,938,787,331,33,2826
2014-04-07,724,963,816,345,32,2880
2014-04-08,748,962,812,351,29,2902
2014-04-09,748,956,813,350,29,2896
2014-04-10,749,963,784,345,32,2872
2014-04-11,755,956,807,351,32,2900
2014-04-12,757,946,800,349,31,2884
2014-04-13,709,922,773,334,32,2769
2014-04-14,736,941,785,339,32,2832
2014-04-15,786,956,785,345,31,2903
2014-04-16,762,960,798,347,31,2898
2014-04-17,738,959,804,351,31,2884
2014-04-18,663,934,787,339,32,2755
2014-04-19,693,933,785,348,31,2791
2014-04-20,699,890,751,338,33,2710
2014-04-21,739,911,789,343,33,2816
2014-04-22,760,937,809,353,35,2893
2014-04-23,770,954,809,353,36,2921
2014-04-24,789,956,782,357,34,2918
2014-04-25,801,976,804,361,33,2975
2014-04-26,809,981,800,367,31,2989
2014-04-27,805,966,764,351,33,2919
2014-04-28,827,994,788,348,29,2985
2014-04-29,848,1001,794,351,31,3024
2014-04-30,858,965,783,357,31,2994
2014-05-01,875,934,753,340,31,2934
2014-05-02,861,939,759,315,30,2904
2014-05-03,846,961,760,288,30,2886
2014-05-04,840,929,741,282,30,2821
2014-05-05,833,960,746,290,30,2859
2014-05-06,878,966,748,316,31,2940
2014-05-07,901,961,697,322,26,2907
2014-05-08,847,960,666,330,27,2830
2014-05-09,860,949,655,331,29,2825
2014-05-10,852,942,685,322,31,2832
2014-05-11,827,911,688,317,31,2774
2014-05-12,828,944,730,334,30,2866
2014-05-13,740,941,761,344,31,2818
2014-05-14,706,930,775,321,32,2763
2014-05-15,786,941,780,331,32,2869
2014-05-16,820,948,804,340,34,2946
2014-05-17,821,928,782,349,34,2914
2014-05-18,803,908,743,345,31,2830
2014-05-19,825,933,750,356,32,2896
2014-05-20,863,948,740,351,32,2934
2014-05-21,883,948,754,359,33,2976
2014-05-22,904,955,759,355,32,3006
2014-05-23,891,936,774,352,32,2985
2014-05-24,868,932,760,358,31,2948
2014-05-25,823,903,715,325,30,2796
2014-05-26,856,938,695,306,31,2826
2014-05-27,911,939,725,291,32,2898
2014-05-28,933,945,718,292,32,2920
2014-05-29,935,947,726,329,32,2969
2014-05-30,874,952,748,350,34,2958
2014-05-31,886,950,754,315,34,2939
2014-06-01,843,912,731,314,34,2834
2014-06-02,885,932,744,321,34,2917
2014-06-03,927,926,665,337,35,2890
2014-06-04,946,952,734,343,35,3011
2014-06-05,976,945,741,342,36,3040
2014-06-06,975,956,744,358,36,3069
2014-06-07,1012,958,740,350,36,3095
2014-06-08,998,943,716,334,37,3028
2014-06-09,1007,961,713,338,35,3055
2014-06-10,1026,954,724,338,35,3077
2014-06-11,1029,940,750,346,36,3102
2014-06-12,956,920,756,355,36,3023
2014-06-13,910,929,748,348,37,2971
2014-06-14,940,915,758,339,37,2990
2014-06-15,964,883,724,336,35,2941
2014-06-16,1039,904,755,343,37,3077
2014-06-17,1050,908,772,347,36,3113
2014-06-18,1041,900,761,341,36,3078
2014-06-19,1052,907,768,331,36,3094
2014-06-20,1068,897,773,316,36,3090
2014-06-21,1044,901,773,306,35,3058
2014-06-22,1002,881,738,312,32,2965
2014-06-23,1008,916,765,337,33,3058
2014-06-24,1013,942,779,333,34,3101
2014-06-25,1013,953,785,334,35,3120
2014-06-26,1017,944,781,330,36,3109
2014-06-27,1032,929,782,324,38,3105
2014-06-28,1051,938,765,326,38,3119
2014-06-29,1018,932,752,321,38,3060
2014-06-30,1037,971,756,314,37,3115
2014-07-01,1010,980,769,304,39,3102
2014-07-02,1003,986,785,316,40,3131
2014-07-03,993,948,785,317,37,3080
2014-07-04,1006,955,778,312,37,3087
2014-07-05,1022,956,753,311,35,3078
2014-07-06,1007,925,725,320,35,3012
2014-07-07,1031,941,742,317,35,3066
2014-07-08,1063,939,739,339,38,3117
2014-07-09,1084,919,737,328,39,3106
2014-07-10,1071,914,717,343,40,3085
2014-07-11,1096,887,707,336,38,3064
2014-07-12,1072,870,709,344,38,3032
2014-07-13,1048,860,682,341,38,2968
2014-07-14,1050,874,715,347,38,3025
2014-07-15,1059,850,726,347,38,3019
2014-07-16,1028,805,730,340,40,2943
2014-07-17,1006,810,757,343,39,2954
2014-07-18,914,809,768,340,38,2869
2014-07-19,948,791,748,338,37,2861
2014-07-20,948,774,726,337,37,2822
2014-07-21,948,774,726,337,37,2822
2014-07-22,1002,802,750,320,36,2910
2014-07-23,1024,776,755,317,35,2906
2014-07-24,1004,754,748,340,39,2885
2014-07-25,1002,749,763,342,39,2895
2014-07-26,1008,771,765,342,34,2919
2014-07-27,1023,779,762,340,37,2942
2014-07-28,1006,775,725,334,38,2878
2014-07-29,986,789,738,342,38,2892
2014-07-30,975,773,740,345,38,2870
2014-07-31,995,764,747,350,37,2893
2014-08-01,1000,776,751,343,39,2909
2014-08-02,1005,762,742,353,39,2921
2014-08-03,989,769,706,333,38,2835
2014-08-04,993,786,744,320,38,2881
2014-08-05,953,769,758,315,39,2833
2014-08-06,973,766,767,337,37,2880
2014-08-07,957,785,783,347,38,2909
2014-08-08,966,795,779,339,38,2917
2014-08-09,956,801,758,342,39,2896
2014-08-10,915,762,728,323,38,2765
2014-08-11,948,745,768,338,38,2837
2014-08-12,950,823,759,340,39,2911
2014-08-13,981,839,772,342,39,2973
2014-08-14,1000,843,778,335,36,2992
2014-08-15,953,821,741,311,35,2861
2014-08-16,956,801,758,342,39,2896
2014-08-17,958,823,730,306,37,2853
2014-08-18,1003,832,742,322,37,2937
2014-08-19,1020,879,740,327,39,3004
2014-08-20,1034,893,735,321,38,3021
2014-08-21,1075,909,740,325,37,3086
2014-08-22,1082,901,749,335,37,3104
2014-08-23,1077,906,732,324,36,3075
2014-08-24,1072,860,701,324,36,2993
2014-08-25,1073,876,735,332,36,3052
2014-08-26,1089,875,739,338,36,3076
2014-08-27,1048,869,729,337,37,3020
2014-08-28,1048,849,708,322,37,2964
2014-08-29,1030,831,679,337,36,2912
2014-08-30,1035,848,681,336,36,2936
2014-08-31,987,783,666,324,37,2796
2014-09-01,949,783,706,309,38,2785
2014-09-02,914,784,730,312,38,2777
2014-09-03,890,787,758,322,39,2795
2014-09-04,811,781,765,329,38,2723
2014-09-05,731,794,775,333,38,2670
2014-09-06,744,789,737,326,37,2633
2014-09-07,770,765,686,327,36,2584
2014-09-08,831,743,719,318,38,2649
2014-09-09,868,749,749,344,38,2747
2014-09-10,859,774,784,342,38,2796
2014-09-11,857,790,798,349,39,2832
2014-09-12,830,801,807,353,39,2830
2014-09-13,837,811,798,339,39,2824
2014-09-14,820,799,756,335,38,2748
2014-09-15,853,833,762,343,38,2829
2014-09-16,888,849,758,348,39,2882
2014-09-17,926,843,757,345,39,2910
2014-09-18,950,869,764,344,38,2965
2014-09-19,977,908,769,347,38,3039
2014-09-20,996,886,755,327,38,3003
2014-09-21,976,881,732,308,37,2934
2014-09-22,970,932,761,315,31,3009
2014-09-23,979,957,750,316,31,3033
2014-09-24,971,979,744,333,35,3062
2014-09-25,986,955,748,337,35,3062
2014-09-26,960,995,745,334,36,3069
2014-09-27,930,1014,735,342,37,3057
2014-09-28,941,1000,718,334,36,3028
2014-09-29,925,1028,731,341,35,3059
2014-09-30,944,1021,730,344,38,3077
2014-10-01,935,1012,735,338,40,3060
2014-10-02,927,997,721,331,38,3013
2014-10-03,947,957,727,325,37,2993
2014-10-04,946,996,745,320,37,3044
2014-10-05,944,1005,741,332,38,3059
2014-10-06,959,1018,747,335,38,3096
2014-10-07,929,1009,751,335,39,3063
2014-10-08,860,1009,741,343,39,2992
2014-10-09,869,1003,747,347,39,3004
2014-10-10,861,1008,756,350,39,3014
2014-10-11,878,1014,750,346,39,3027
2014-10-12,839,979,683,301,38,2839
2014-10-13,843,961,719,301,40,2864
2014-10-14,748,983,738,321,40,2828
2014-10-15,749,984,737,323,38,2831
2014-10-16,747,1009,745,329,38,2868
2014-10-17,755,1003,738,340,38,2874
2014-10-18,760,993,709,327,36,2825
2014-10-19,759,984,669,313,34,2759
2014-10-20,778,1012,685,328,35,2839
2014-10-21,813,1014,685,328,37,2877
2014-10-22,826,989,644,335,39,2833
2014-10-23,790,903,627,335,38,2693
2014-10-24,744,853,658,335,38,2628
2014-10-25,756,840,652,327,37,2612
2014-10-26,762,836,600,322,36,2556
2014-10-27,785,888,631,320,36,2660
2014-10-28,785,919,650,319,37,2709
2014-10-29,761,932,674,326,36,2729
2014-10-30,783,935,681,323,36,2759
2014-10-31,799,942,701,325,36,2803
2014-11-01,781,945,685,323,36,2770
2014-11-02,757,945,652,312,36,2702
2014-11-03,771,978,683,311,36,2779
2014-11-04,773,980,707,306,36,2802
2014-11-05,769,993,715,309,37,2822
2014-11-06,776,991,726,314,37,2844
2014-11-07,778,990,732,314,36,2851
2014-11-08,783,989,731,313,36,2852
2014-11-09,771,970,704,308,36,2789
2014-11-10,762,995,725,317,36,2836
2014-11-11,775,1009,732,320,35,2870
2014-11-12,773,1005,715,312,35,2841
2014-11-13,780,1009,680,316,36,2820
2014-11-14,771,994,666,307,36,2773
2014-11-15,784,951,670,304,35,2744
2014-11-16,764,920,650,296,32,2662
2014-11-17,770,941,691,303,34,2740
2014-11-18,771,958,709,295,35,2767
2014-11-19,772,959,704,297,34,2766
2014-11-20,787,961,715,303,35,2800
2014-11-21,790,966,724,299,36,2865
2014-11-22,774,969,719,302,33,2797
2014-11-23,744,946,680,290,35,2695
2014-11-24,771,971,711,300,35,2788
2014-11-25,795,977,717,292,37,2816
2014-11-26,807,975,724,290,37,2833
2014-11-27,799,977,725,296,36,2832
2014-11-28,801,969,716,292,36,2814
2014-11-29,813,967,704,293,37,2814
2014-11-30,802,938,679,291,33,2742
2014-12-01,794,954,701,295,36,2780
2014-12-02,791,968,721,293,36,2809
2014-12-03,800,965,725,295,37,2822
2014-12-04,808,972,741,298,35,2854
2014-12-05,785,963,747,286,34,2816
2014-12-06,800,961,746,289,35,2830
2014-12-07,794,936,712,290,34,2767
2014-12-08,812,958,745,291,36,2841
2014-12-09,819,977,769,297,36,2899
2014-12-10,815,975,749,293,36,2868
2014-12-11,825,982,730,291,37,2865
2014-12-12,818,953,721,292,37,2821
2014-12-13,790,867,704,308,37,2706
2014-12-14,695,840,664,295,37,2530
2014-12-15,735,859,714,295,36,2639
2014-12-16,771,863,733,291,37,2695
2014-12-17,789,863,721,291,37,2701
2014-12-18,801,869,717,302,36,2725
2014-12-19,808,880,722,301,36,2747
2014-12-20,804,891,725,304,37,2760
2014-12-21,786,884,691,302,36,2700
2014-12-22,798,907,723,307,36,2771
2014-12-23,815,917,732,304,37,2804
2014-12-24,822,922,739,300,38,2820
2014-12-25,830,919,734,305,38,2824
2014-12-26,836,923,736,300,35,2829
2014-12-27,858,914,732,295,37,2836
2014-12-28,824,893,709,284,37,2747
2014-12-29,845,917,726,286,36,2810
2014-12-30,847,917,738,294,38,2833
2014-12-31,850,875,752,301,38,2816
2015-01-01,827,767,736,294,38,2662
2015-01-02,796,783,751,283,36,2648
2015-01-03,803,801,744,283,38,2669
2015-01-04,803,798,720,284,34,2639
2015-01-05,803,820,749,292,35,2699
2015-01-06,826,847,763,289,36,2762
2015-01-07,828,853,768,295,36,2779
2015-01-08,830,863,773,295,36,2797
2015-01-09,844,864,778,303,36,2825
2015-01-10,839,874,776,304,36,2829
2015-01-11,826,860,738,300,35,2760
2015-01-12,843,888,752,304,35,2822
2015-01-13,835,897,758,311,35,2835
2015-01-14,817,841,753,301,36,2749
2015-01-15,814,865,705,303,34,2721
2015-01-16,827,887,692,303,36,2744
2015-01-17,821,900,712,307,38,2779
2015-01-18,803,889,709,304,36,2741
2015-01-19,819,909,742,315,36,2821
2015-01-20,833,916,761,312,36,2859
2015-01-21,842,912,763,307,35,2859
2015-01-22,769,885,768,308,36,2765
2015-01-23,791,881,778,302,36,2788
2015-01-24,793,887,773,310,36,2798
2015-01-25,778,846,738,302,36,2701
2015-01-26,745,802,728,297,35,2608
2015-01-27,772,836,760,304,35,2708
2015-01-28,797,874,783,304,36,2794
2015-01-29,808,873,790,301,37,2809
2015-01-30,821,881,795,303,35,2835
2015-01-31,829,886,787,304,35,2841
2015-02-01,801,866,753,301,36,2757
2015-02-02,792,907,777,302,36,2813
2015-02-03,765,899,790,303,36,2793
2015-02-04,796,913,792,306,35,2842
2015-02-05,799,919,797,310,36,2861
2015-02-06,796,919,803,305,36,2860
2015-02-07,789,921,797,307,36,2850
2015-02-08,780,884,764,304,36,2768
2015-02-09,790,900,794,310,36,2830
2015-02-10,802,915,804,318,37,2875
2015-02-11,816,888,806,314,37,2861
2015-02-12,815,904,809,311,36,2874
2015-02-13,824,911,825,314,34,2908
2015-02-14,820,920,814,310,36,2900
2015-02-15,809,971,786,310,36,2913
2015-02-16,785,937,813,316,33,2885
2015-02-17,808,940,827,317,36,2928
2015-02-18,810,951,817,312,36,2926
2015-02-19,821,966,819,310,35,2952
2015-02-20,800,964,828,315,36,2942
2015-02-21,812,968,822,317,35,2954
2015-02-22,789,958,788,316,34,2884
2015-02-23,798,977,808,338,32,2953
2015-02-24,793,993,827,350,36,2998
2015-02-25,773,986,830,342,36,2967
2015-02-26,786,971,837,347,33,2973
2015-02-27,807,957,838,340,32,2974
2015-02-28,794,924,820,337,24,2899
2015-03-01,614,722,757,333,35,2461
2015-03-02,592,752,783,330,38,2494
2015-03-03,679,813,803,329,34,2658
2015-03-04,695,838,800,315,34,2683
2015-03-05,720,844,815,308,34,2720
2015-03-06,642,741,792,301,34,2509
2015-03-07,643,818,786,306,34,2587
2015-03-08,652,841,759,310,35,2597
2015-03-09,675,900,785,331,35,2725
2015-03-10,711,901,809,337,36,2795
2015-03-11,727,911,818,335,36,2827
2015-03-12,735,904,829,337,36,2841
2015-03-13,731,871,843,345,36,2826
2015-03-14,677,856,832,346,35,2746
2015-03-15,609,809,799,335,35,2586
2015-03-16,636,864,827,343,36,2706
2015-03-17,674,874,833,349,38,2767
2015-03-18,695,897,845,354,34,2825
2015-03-19,714,923,871,356,36,2900
2015-03-20,720,921,859,355,35,2889
2015-03-21,733,933,845,354,36,2902
2015-03-22,725,927,815,345,36,2848
2015-03-23,760,965,861,351,36,2973
2015-03-24,788,986,870,357,36,3037
2015-03-25,805,989,880,367,34,3075
2015-03-26,819,1013,893,368,37,3130
2015-03-27,799,993,878,354,36,3059
2015-03-28,807,986,870,343,34,3040
2015-03-29,730,941,841,352,35,2900
2015-03-30,685,945,856,329,35,2849
2015-03-31,731,961,861,317,33,2903
2015-04-01,732,954,859,331,35,2910
2015-04-02,734,964,862,330,32,2922
2015-04-03,668,957,862,341,31,2859
2015-04-04,645,951,855,338,28,2818
2015-04-05,662,944,838,322,22,2787
2015-04-06,697,974,868,326,29,2894
2015-04-07,696,977,864,328,32,2897
2015-04-08,716,988,858,321,31,2915
2015-04-09,726,988,857,330,34,2934
2015-04-10,750,982,861,343,33,2968
2015-04-11,727,934,830,346,36,2872
2015-04-12,690,840,745,333,36,2643
2015-04-13,710,872,723,344,36,2685
2015-04-14,720,879,706,349,36,2689
2015-04-15,751,907,718,348,36,2760
2015-04-16,743,935,734,348,37,2797
2015-04-17,764,957,748,350,36,2855
2015-04-18,765,966,735,344,30,2840
2015-04-19,757,965,738,344,29,2834
2015-04-20,791,1008,792,363,32,2986
2015-04-21,842,965,804,358,32,3000
2015-04-22,841,1017,805,335,29,3027
2015-04-23,852,1009,800,322,30,3013
2015-04-24,862,1000,757,301,30,2950
2015-04-25,829,993,722,275,31,2850
2015-04-26,802,949,709,299,34,2793
2015-04-27,825,987,745,310,34,2901
2015-04-28,839,994,780,286,36,2935
2015-04-29,859,1010,794,291,34,2987
2015-04-30,840,1010,786,324,34,2993
2015-05-01,837,954,751,325,34,2902
2015-05-02,848,987,775,328,33,2971
2015-05-03,840,974,740,324,33,2911
2015-05-04,881,985,778,330,32,3006
2015-05-05,891,977,784,347,33,3031
2015-05-06,915,987,791,352,34,3080
2015-05-07,915,1003,801,362,33,3113
2015-05-08,958,999,809,358,33,3157
2015-05-09,984,999,795,354,36,3169
2015-05-10,964,949,758,353,38,3062
2015-05-11,934,991,777,362,39,3103
2015-05-12,916,997,774,343,36,3067
2015-05-13,888,975,745,348,36,2991
2015-05-14,879,956,751,354,38,2978
2015-05-15,889,972,750,359,35,3006
2015-05-16,887,978,708,343,37,2954
2015-05-17,906,958,659,331,35,2890
2015-05-18,934,992,696,351,36,3009
2015-05-19,920,997,732,361,39,3050
2015-05-20,881,994,758,372,39,3044
2015-05-21,954,1006,788,374,41,3163
2015-05-22,969,1002,816,377,37,3201
2015-05-23,975,990,811,375,31,3182
2015-05-24,951,959,777,369,31,3087
2015-05-25,1000,997,815,370,33,3215
2015-05-26,1006,1006,844,357,34,3247
2015-05-27,1005,1024,820,368,35,3251
2015-05-28,986,1017,771,377,35,3186
2015-05-29,1025,1008,783,383,34,3232
2015-05-30,1016,992,761,382,35,3185
2015-05-31,949,974,734,360,35,3052
2015-06-01,887,977,726,366,34,2989
2015-06-02,906,935,745,367,35,2988
2015-06-03,885,964,752,372,36,3009
2015-06-04,898,980,761,372,38,3049
2015-06-05,931,966,755,372,38,3062
2015-06-06,954,971,744,369,37,3074
2015-06-07,972,936,707,358,37,3010
2015-06-08,1009,939,749,372,38,3107
2015-06-09,1013,949,763,373,37,3136
2015-06-10,1035,956,767,375,31,3164
2015-06-11,1030,935,788,356,34,3143
2015-06-12,1049,908,769,338,35,3099
2015-06-13,941,876,758,343,34,2953
2015-06-14,891,827,697,325,35,2775
2015-06-15,978,861,740,336,35,2950
2015-06-16,1016,874,744,346,37,3016
2015-06-17,1055,867,734,353,38,3047
2015-06-18,1074,866,720,368,38,3065
2015-06-19,1107,851,698,361,39,3057
2015-06-20,1067,864,677,351,40,2999
2015-06-21,1012,834,633,333,38,2849
2015-06-22,1062,816,674,330,36,2918
2015-06-23,1036,811,725,341,37,2950
2015-06-24,997,732,749,345,39,2862
2015-06-25,895,768,753,346,40,2802
2015-06-26,969,808,777,349,38,2941
2015-06-27,1029,852,758,331,36,3006
2015-06-28,1030,853,742,314,38,2977
2015-06-29,983,891,789,338,39,3040
2015-06-30,948,908,802,344,42,3044
2015-07-01,993,902,810,353,41,3098
2015-07-02,1036,915,818,351,41,3161
2015-07-03,1077,932,828,352,41,3230
2015-07-04,1093,941,818,357,40,3248
2015-07-05,1090,914,787,350,39,3179
2015-07-06,1014,945,823,355,39,3176
2015-07-07,1000,965,841,362,40,3208
2015-07-08,1015,962,846,351,38,3213
2015-07-09,1011,945,840,348,41,3185
2015-07-10,921,947,847,317,41,3073
2015-07-11,860,945,837,327,40,3010
2015-07-12,747,951,794,347,40,2879
2015-07-13,830,996,843,365,39,3073
2015-07-14,941,1014,858,365,39,3217
2015-07-15,1015,1033,833,372,37,3289
2015-07-16,1021,1029,836,350,40,3276
2015-07-17,1014,1015,837,341,41,3249
2015-07-18,1008,968,804,333,41,3154
2015-07-19,967,900,740,330,39,2976
2015-07-20,976,921,773,339,38,3048
2015-07-21,991,907,799,343,39,3079
2015-07-22,1018,876,792,336,39,3061
2015-07-23,1043,870,788,342,39,3082
2015-07-24,1040,854,798,341,38,3070
2015-07-25,1026,819,805,340,37,3027
2015-07-26,950,812,762,314,41,2878
2015-07-27,999,793,792,320,40,2944
2015-07-28,1006,836,810,327,41,3019
2015-07-29,1007,836,821,350,42,3054
2015-07-30,1012,819,834,347,40,3051
2015-07-31,1009,840,827,341,37,3055
2015-08-01,967,850,801,319,40,2976
2015-08-02,940,834,770,306,40,2890
2015-08-03,992,854,788,328,41,3003
2015-08-04,1015,836,793,344,40,3027
2015-08-05,1025,821,787,348,40,3020
2015-08-06,1048,840,796,357,42,3083
2015-08-07,1033,875,812,361,40,3121
2015-08-08,1004,900,819,365,40,3128
2015-08-09,960,887,778,361,39,3025
2015-08-10,991,923,809,373,41,3136
2015-08-11,1003,918,803,371,41,3136
2015-08-12,995,903,794,371,39,3102
2015-08-13,1021,891,795,376,42,3125
2015-08-14,1027,882,809,374,41,3133
2015-08-15,945,838,778,358,39,2958
2015-08-16,901,838,743,347,38,2867
2015-08-17,980,886,767,352,40,3024
2015-08-18,993,912,784,351,38,3078
2015-08-19,990,923,784,354,39,3090
2015-08-20,1012,933,791,359,36,3131
2015-08-21,1021,947,769,360,37,3134
2015-08-22,1011,948,743,355,40,3097
2015-08-23,981,940,715,354,39,3029
2015-08-24,1010,980,762,366,40,3158
2015-08-25,1061,988,794,364,42,3249
2015-08-26,1096,989,801,362,42,3290
2015-08-27,1094,995,790,370,40,3289
2015-08-28,1120,995,788,375,41,3320
2015-08-29,1101,928,783,376,40,3228
2015-08-30,1090,925,764,368,39,3185
2015-08-31,1134,970,798,366,37,3305
2015-09-01,1123,987,812,368,38,3328
2015-09-02,1124,999,793,356,38,3309
2015-09-03,1114,1015,791,362,39,3321
2015-09-04,1126,1017,773,365,39,3320
2015-09-05,1128,1007,768,367,40,3309
2015-09-06,1100,984,734,350,41,3208
2015-09-07,1107,1033,723,367,41,3270
2015-09-08,1110,1033,728,367,41,3279
2015-09-09,1113,1033,739,374,42,3301
2015-09-10,1131,1028,739,375,43,3317
2015-09-11,1147,1031,748,375,41,3342
2015-09-12,1142,1002,757,368,41,3309
2015-09-13,1125,925,724,356,41,3172
2015-09-14,1141,974,754,362,41,3272
2015-09-15,1147,977,772,360,43,3299
2015-09-16,1103,1013,779,351,42,3288
2015-09-17,1075,898,751,365,43,3131
2015-09-18,1082,875,772,359,44,3131
2015-09-19,1034,853,788,361,40,3076
2015-09-20,945,822,750,354,36,2907
2015-09-21,940,835,771,351,40,2938
2015-09-22,899,873,801,351,41,2966
2015-09-23,876,912,795,336,41,2960
2015-09-24,878,940,776,346,40,2981
2015-09-25,905,944,781,340,41,3010
2015-09-26,910,959,762,348,41,3020
2015-09-27,895,935,735,356,41,2962
2015-09-28,937,995,754,366,42,3095
2015-09-29,922,1032,769,377,42,3141
2015-09-30,946,1029,762,376,41,3155
2015-10-01,967,1032,750,380,43,3173
2015-10-02,935,1015,708,386,41,3085
2015-10-03,958,1013,728,387,41,3128
2015-10-04,947,996,686,378,41,3048
2015-10-05,986,1029,703,382,42,3141
2015-10-06,986,1045,724,380,41,3177
2015-10-07,1005,1062,740,377,42,3226
2015-10-08,999,1077,760,372,40,3248
2015-10-09,1008,1076,768,379,39,3270
2015-10-10,978,1077,771,374,40,3240
2015-10-11,948,1035,730,375,40,3128
2015-10-12,956,1076,750,374,39,3195
2015-10-13,970,1093,770,370,40,3243
2015-10-14,930,1102,794,364,39,3228
2015-10-15,915,1108,798,360,39,3221
2015-10-16,925,1105,805,369,39,3243
2015-10-17,933,1108,804,363,41,3248
2015-10-18,896,1075,775,365,41,3151
2015-10-19,913,1124,804,380,40,3261
2015-10-20,938,1131,819,372,41,3301
2015-10-21,916,1114,802,357,39,3228
2015-10-22,860,1032,790,348,37,3066
2015-10-23,874,1070,806,346,34,3131
2015-10-24,851,1095,818,327,35,3126
2015-10-25,824,1068,788,326,38,3044
2015-10-26,802,1077,812,346,38,3076
2015-10-27,831,1079,823,354,39,3127
2015-10-28,780,1041,801,352,39,3013
2015-10-29,741,1009,769,340,39,2898
2015-10-30,783,1005,805,334,39,2966
2015-10-31,772,1013,782,341,40,2948
2015-11-01,765,995,736,340,38,2875
2015-11-02,794,1029,751,348,38,2959
2015-11-03,799,1045,763,352,38,2996
2015-11-04,801,1050,761,354,37,3004
2015-11-05,765,1050,759,353,38,2966
2015-11-06,790,1045,772,351,40,2997
2015-11-07,797,1041,764,330,39,2972
2015-11-08,781,1016,709,336,38,2880
2015-11-09,822,1032,657,345,39,2895
2015-11-10,823,997,608,335,38,2801
2015-11-11,783,891,624,331,38,2668
2015-11-12,742,850,659,338,38,2627
2015-11-13,766,876,681,339,38,2700
2015-11-14,790,906,686,338,38,2758
2015-11-15,774,919,646,330,36,2705
2015-11-16,784,963,650,339,38,2774
2015-11-17,774,980,652,339,38,2784
2015-11-18,785,975,674,332,39,2804
