,,,,,,,,,,,,SR-EMI  ,ER-EMI  ,WR-EMI  ,NR-EMI  ,WR-EMI  ,WR-EMI  ,NR-EMI  ,NR-EMI  ,NR-EMI  ,ER-EMI  ,SR-EMI  ,SR-EMI  ,WR-EMI  ,WR-EMI  ,ER-EMI  ,NR-EMI  ,NR-EMI  ,ER-EMI  ,SR-EMI  ,SR-EMI  ,NR-EMI  ,NR-EMI  ,WR-EMI  ,ER-EMI  ,,,NR-EMI  ,WR-EMI  ,SR-EMI  ,ER-EMI  ,NER-EMI,,,,,,,,,,,,,,,,,,,,,,,
Calendar Hour,,Calendar semester,Calendar trimester,Calendar week,Calendar day,Year,Month,Day,Date,Hour,,ANDHRA,BHR,CGS,DELHI,GOA,GUJ,HARYANA,HIMACHAL,J&K,JH,KARN,KERALA,MP,MAH,ODSA,PUNJAB,RAJ,SKM,TN,TELNGANA,UKHAND,UP,UT_WEST,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,2015-03-20,1,1,12,79,2015,03,20,3/20/15,17,1889,5445,1977,3344,2323,446,12005,4044,908,1792,861,8268,2935,5256,17966,3306,3789,5663,87,11841,5554,1439,9218,955,6158,,,29176,39972,34043,12389,1741,117321,,,,,,,,,,,,,,,,,,,,,,
1890,2015-03-20,1,1,12,79,2015,03,20,3/20/15,18,1890,6048,2414,3339,2585,428,11964,4059,913,1775,927,8191,2794,5095,15740,3306,4149,5573,95,11916,6169,1421,9110,952,6812,,,29585,37518,35118,13554,1904,117679,,,,,,,,,,,,,,,,,,,,,,
1891,2015-03-20,1,1,12,79,2015,03,20,3/20/15,19,1891,5665,2690,3641,2641,441,11482,4290,917,1884,974,7750,3075,6168,15878,4054,4385,5417,101,12453,5779,1444,9196,943,7248,,,30174,38553,34722,15067,2117,120633,,,,,,,,,,,,,,,,,,,,,,
1892,2015-03-20,1,1,12,79,2015,03,20,3/20/15,20,1892,6024,2747,3632,2664,475,11541,5002,967,2032,1001,9111,3457,6061,16727,4148,4409,5544,101,12453,6145,1571,10212,937,7280,,,32401,39373,37190,15277,2147,126388,,,,,,,,,,,,,,,,,,,,,,
1893,2015-03-20,1,1,12,79,2015,03,20,3/20/15,21,1893,5968,2720,3505,2690,467,11220,5063,964,2100,982,8996,3397,5739,16585,4054,4132,5523,100,12145,6088,1496,10426,924,7151,,,32394,38440,36594,15007,2109,124544,,,,,,,,,,,,,,,,,,,,,,
1894,2015-03-20,1,1,12,79,2015,03,20,3/20/15,22,1894,5744,2574,3465,2424,453,11462,4603,906,2090,989,8656,3347,5417,16055,3711,3987,5441,91,11708,5859,1466,10307,926,6610,,,31224,37778,35314,13975,1964,120255,,,,,,,,,,,,,,,,,,,,,,
1895,2015-03-20,1,1,12,79,2015,03,20,3/20/15,23,1895,5874,2454,3533,2234,451,11822,4143,854,2000,902,8154,3276,5238,15824,3555,3940,5274,88,11905,5992,1383,10489,924,6311,,,30317,37792,35201,13310,1870,118490,,,,,,,,,,,,,,,,,,,,,,
1896,2015-03-20,1,1,12,79,2015,03,20,3/20/15,24,1896,5797,2383,3447,2050,433,11693,3969,759,1926,851,8472,2849,4898,15988,3181,3746,5555,85,11786,5913,1343,9976,912,6077,,,29324,37371,34817,12577,1767,115856,,,,,,,,,,,,,,,,,,,,,,
1897,2015-03-21,1,1,12,80,2015,03,21,3/21/15,1,1897,5964,2300,3166,1832,268,10921,4089,713,1831,804,8038,2511,5333,15352,2770,3313,6008,50,11350,6084,1444,9676,899,5867,,,28906,35939,33947,11791,1657,112240,,,,,,,,,,,,,,,,,,,,,,
1898,2015-03-21,1,1,12,80,2015,03,21,3/21/15,2,1898,5947,2255,3174,1677,259,10872,3865,693,1750,797,8389,2494,5145,15076,2657,3183,5812,50,11376,6066,1419,9309,898,5828,,,27708,35424,34272,11587,1628,110619,,,,,,,,,,,,,,,,,,,,,,
1899,2015-03-21,1,1,12,80,2015,03,21,3/21/15,3,1899,6087,2216,3242,1619,270,10722,3569,691,1776,800,8099,2469,5182,14775,2674,3018,5788,50,11241,6209,1484,9024,890,5898,,,26969,35081,34105,11638,1635,109428,,,,,,,,,,,,,,,,,,,,,,
1900,2015-03-21,1,1,12,80,2015,03,21,3/21/15,4,1900,6511,2227,3123,1595,251,10538,3824,691,1714,835,7954,2461,5073,14673,2681,2989,5704,50,11228,6642,1486,8914,885,5890,,,26917,34543,34796,11683,1642,109581,,,,,,,,,,,,,,,,,,,,,,
1901,2015-03-21,1,1,12,80,2015,03,21,3/21/15,5,1901,5992,2264,3105,1576,254,10417,3978,685,1672,876,8167,2421,5155,15030,2883,3013,5351,50,11459,6112,1502,8962,882,5937,,,26739,34843,34151,12010,1688,109431,,,,,,,,,,,,,,,,,,,,,,
1902,2015-03-21,1,1,12,80,2015,03,21,3/21/15,6,1902,5560,2264,3149,1620,272,10641,4474,706,1724,877,8426,2626,5432,15485,2897,3236,5435,49,11885,5671,1464,9425,870,5719,,,28084,35849,34168,11806,1659,111566,,,,,,,,,,,,,,,,,,,,,,
1903,2015-03-21,1,1,12,80,2015,03,21,3/21/15,7,1903,6028,2184,3069,1896,289,10937,5106,793,1727,889,8525,2690,5638,16162,2799,3418,6285,48,11723,6149,1572,10270,879,5696,,,31067,36974,35115,11616,1632,116404,,,,,,,,,,,,,,,,,,,,,,
1904,2015-03-21,1,1,12,80,2015,03,21,3/21/15,8,1904,6190,1994,3034,2240,287,10844,5012,952,1705,888,8180,2646,5885,16732,2820,3864,7007,47,12011,6314,1724,10218,869,5789,,,32722,37651,35341,11538,1621,118873,,,,,,,,,,,,,,,,,,,,,,
1905,2015-03-21,1,1,12,80,2015,03,21,3/21/15,9,1905,6147,1957,3046,2444,305,11143,4538,991,1679,924,8529,2619,6057,17151,2940,3741,7618,47,12132,6270,1656,10011,891,5984,,,32678,38593,35697,11852,1665,120485,,,,,,,,,,,,,,,,,,,,,,
1906,2015-03-21,1,1,12,80,2015,03,21,3/21/15,10,1906,6013,1954,2936,2500,355,11414,4516,984,1677,896,8697,2710,6180,18008,2817,4173,7242,46,12334,6134,1627,10119,930,5851,,,32838,39823,35888,11564,1625,121738,,,,,,,,,,,,,,,,,,,,,,
1907,2015-03-21,1,1,12,80,2015,03,21,3/21/15,11,1907,6119,1853,2947,2655,352,12101,4533,945,1723,861,8610,2732,6053,18384,3030,4184,7260,47,12330,6242,1575,9960,962,6077,,,32835,40799,36033,11868,1668,123203,,,,,,,,,,,,,,,,,,,,,,
1908,2015-03-21,1,1,12,80,2015,03,21,3/21/15,12,1908,5981,1758,2970,2625,355,12135,4419,942,1681,865,8774,2784,5821,18550,3185,3962,6931,48,12149,6101,1543,10103,968,6007,,,32206,40799,35789,11863,1667,122324,,,,,,,,,,,,,,,,,,,,,,
1909,2015-03-21,1,1,12,80,2015,03,21,3/21/15,13,1909,6135,1739,2885,2604,324,11988,4257,914,1598,860,8151,2812,5655,18354,2989,3892,6764,48,12102,6258,1509,10128,965,5929,,,31666,40171,35458,11565,1625,120485,,,,,,,,,,,,,,,,,,,,,,
1910,2015-03-21,1,1,12,80,2015,03,21,3/21/15,14,1910,6071,1678,2919,2525,339,11827,4186,864,1728,788,8281,2779,5474,17860,2738,3649,6612,46,11903,6193,1496,10063,947,5929,,,31123,39366,35227,11179,1571,118466,,,,,,,,,,,,,,,,,,,,,,
1911,2015-03-21,1,1,12,80,2015,03,21,3/21/15,15,1911,6117,1724,3046,2129,333,12280,4702,873,1572,822,7772,2930,5833,18156,2941,3740,6398,45,12129,6240,1500,9863,955,5991,,,30777,40603,35188,11523,1619,119710,,,,,,,,,,,,,,,,,,,,,,
1912,2015-03-21,1,1,12,80,2015,03,21,3/21/15,16,1912,6242,1770,3072,2314,342,12447,4521,883,1636,868,7736,2920,5794,18081,3142,3972,6278,46,12119,6367,1445,9511,974,6046,,,30560,40710,35384,11872,1668,120194,,,,,,,,,,,,,,,,,,,,,,
1913,2015-03-21,1,1,12,80,2015,03,21,3/21/15,17,1913,5447,1833,3173,2254,348,12091,4073,876,1665,861,7632,2910,5718,17693,3101,3971,6267,47,12107,5556,1444,9371,966,5945,,,29921,39989,33652,11787,1656,117005,,,,,,,,,,,,,,,,,,,,,,
1914,2015-03-21,1,1,12,80,2015,03,21,3/21/15,18,1914,5241,2239,3169,2508,324,12050,4088,881,1649,927,7294,2770,5319,15501,3135,4350,6167,54,11937,5346,1426,9261,962,6576,,,30330,37325,32588,12931,1817,114991,,,,,,,,,,,,,,,,,,,,,,
1915,2015-03-21,1,1,12,80,2015,03,21,3/21/15,19,1915,5480,2495,3455,2562,389,11565,4321,885,1750,974,7112,3049,6192,15637,3841,4601,5995,58,12396,5590,1450,9348,954,6997,,,30912,38192,33627,14365,2018,119114,,,,,,,,,,,,,,,,,,,,,,
1916,2015-03-21,1,1,12,80,2015,03,21,3/21/15,20,1916,5396,2548,3446,2585,396,11624,5038,933,1888,1001,8272,3428,6468,16473,3910,4625,6136,59,12383,5504,1577,10381,948,7028,,,33163,39355,34983,14546,2044,124091,,,,,,,,,,,,,,,,,,,,,,
1917,2015-03-21,1,1,12,80,2015,03,21,3/21/15,21,1917,5382,2523,3326,2610,394,11301,5099,930,1951,982,8360,3368,6282,16333,3821,4339,6112,57,12173,5490,1501,10599,934,6903,,,33141,38570,34773,14286,2007,122777,,,,,,,,,,,,,,,,,,,,,,
1918,2015-03-21,1,1,12,80,2015,03,21,3/21/15,22,1918,5485,2388,3288,2352,376,11545,4636,874,1942,989,7905,3318,6075,15811,3495,4184,6021,54,11873,5595,1471,10478,937,6381,,,31958,38032,34176,13307,1870,119343,,,,,,,,,,,,,,,,,,,,,,
1919,2015-03-21,1,1,12,80,2015,03,21,3/21/15,23,1919,5687,2276,3352,2168,337,11908,4173,824,1858,902,7804,3248,6021,15584,3334,4132,5836,50,11984,5801,1388,10663,935,6093,,,31042,38137,34524,12655,1778,118136,,,,,,,,,,,,,,,,,,,,,,
1920,2015-03-21,1,1,12,80,2015,03,21,3/21/15,24,1920,5361,2210,3271,1990,318,11777,3997,732,1789,851,7948,2825,5567,15745,3014,3925,6147,48,11608,5468,1348,10141,922,5867,,,30069,37600,33210,11990,1685,114554,,,,,,,,,,,,,,,,,,,,,,
1921,2015-03-22,1,1,12,81,2015,03,22,3/22/15,1,1921,5795,2327,3363,1960,363,11293,2873,728,1826,807,7586,2341,5442,15025,2606,2616,5136,52,11337,5911,1309,8783,882,5661,,,25231,36368,32970,11453,1609,107631,,,,,,,,,,,,,,,,,,,,,,
1922,2015-03-22,1,1,12,81,2015,03,22,3/22/15,2,1922,5422,2282,3372,1765,348,11243,2718,704,1529,795,8041,2325,5250,14755,2500,2560,5014,52,11282,5531,1293,8372,881,5623,,,23955,35849,32601,11252,1581,105238,,,,,,,,,,,,,,,,,,,,,,
1923,2015-03-22,1,1,12,81,2015,03,22,3/22/15,3,1923,5847,2243,3443,1911,347,11087,2649,702,1262,761,7721,2302,5288,14460,2516,2456,4898,52,11109,5964,1288,8034,873,5691,,,23200,35498,32943,11263,1583,104487,,,,,,,,,,,,,,,,,,,,,,
1924,2015-03-22,1,1,12,81,2015,03,22,3/22/15,4,1924,5435,2254,3317,1763,343,10897,2659,681,1008,807,7593,2295,5177,14360,2523,2491,4882,51,11237,5544,1290,7865,869,5683,,,22639,34963,32104,11318,1590,102614,,,,,,,,,,,,,,,,,,,,,,
1925,2015-03-22,1,1,12,81,2015,03,22,3/22/15,5,1925,5590,2291,3298,1736,342,10772,2813,725,1044,835,7810,2258,5260,14710,2713,2534,4813,52,10908,5702,1305,7786,866,5729,,,22756,35248,32268,11620,1633,103525,,,,,,,,,,,,,,,,,,,,,,
1926,2015-03-22,1,1,12,81,2015,03,22,3/22/15,6,1926,5628,2291,3345,1689,353,11003,3534,743,1135,863,7891,2448,5543,15155,2726,2775,4860,50,11055,5741,1330,8065,854,5518,,,24131,36253,32763,11448,1609,106204,,,,,,,,,,,,,,,,,,,,,,
1927,2015-03-22,1,1,12,81,2015,03,22,3/22/15,7,1927,5591,2210,3260,1857,373,11310,4517,740,951,898,7744,2509,5753,15818,2634,3303,5598,49,12065,5703,1395,9261,862,5495,,,27622,37376,33612,11286,1586,111482,,,,,,,,,,,,,,,,,,,,,,
1928,2015-03-22,1,1,12,81,2015,03,22,3/22/15,8,1928,5771,2018,3223,2142,357,11213,4683,868,1032,869,7697,2467,6005,16376,2653,3823,6487,48,12197,5887,1511,8805,853,5586,,,29351,38027,34019,11174,1570,114141,,,,,,,,,,,,,,,,,,,,,,
1929,2015-03-22,1,1,12,81,2015,03,22,3/22/15,9,1929,5779,1981,3236,2408,396,11523,3736,838,985,869,8068,2442,6181,16786,2766,4258,7052,48,12487,5895,1381,8870,875,5773,,,29528,38997,34671,11437,1607,116240,,,,,,,,,,,,,,,,,,,,,,
1930,2015-03-22,1,1,12,81,2015,03,22,3/22/15,10,1930,5984,1977,3119,2364,427,11803,3844,805,1019,858,7370,2527,6306,17625,2651,4279,6706,47,12252,6104,1272,9705,913,5646,,,29994,40193,34237,11179,1571,117174,,,,,,,,,,,,,,,,,,,,,,
1931,2015-03-22,1,1,12,81,2015,03,22,3/22/15,11,1931,6087,1876,3131,2174,455,12514,3570,748,1491,812,7910,2548,6177,17993,2851,3891,6775,49,12306,6209,1276,9446,944,5864,,,29371,41214,35060,11452,1609,118706,,,,,,,,,,,,,,,,,,,,,,
1932,2015-03-22,1,1,12,81,2015,03,22,3/22/15,12,1932,5887,1779,3155,2153,455,12548,3555,695,1252,829,8238,2596,5940,18155,2997,3565,6494,49,12393,6005,1317,9484,950,5796,,,28515,41203,35119,11450,1609,117896,,,,,,,,,,,,,,,,,,,,,,
1933,2015-03-22,1,1,12,81,2015,03,22,3/22/15,13,1933,5259,1761,3065,2280,419,12396,3285,705,998,807,8118,2622,5771,17963,2812,3350,6270,49,12400,5364,1321,9224,947,5721,,,27433,40561,33763,11150,1567,114474,,,,,,,,,,,,,,,,,,,,,,
1934,2015-03-22,1,1,12,81,2015,03,22,3/22/15,14,1934,5532,1698,3100,2476,430,12230,3215,701,1647,750,8121,2591,5585,17479,2577,3167,6066,47,12012,5643,1317,9219,930,5721,,,27808,39754,33899,10793,1517,113771,,,,,,,,,,,,,,,,,,,,,,
1935,2015-03-22,1,1,12,81,2015,03,22,3/22/15,15,1935,5887,1745,3235,2310,437,12698,4177,690,1138,767,7678,2731,5952,17770,2768,3337,5682,47,12031,6005,1284,8926,937,5781,,,27544,41029,34332,11108,1561,115574,,,,,,,,,,,,,,,,,,,,,,
1936,2015-03-22,1,1,12,81,2015,03,22,3/22/15,16,1936,5874,1792,3263,2100,432,12871,3989,698,1307,818,7416,2722,5913,17696,2956,3545,5799,47,12254,5992,1183,8912,956,5833,,,27533,41131,34258,11446,1608,115976,,,,,,,,,,,,,,,,,,,,,,
1937,2015-03-22,1,1,12,81,2015,03,22,3/22/15,17,1937,5680,1856,3371,1954,419,12503,3219,626,1401,886,7461,2713,5835,17316,2917,3802,6011,48,12546,5794,1158,8864,949,5736,,,27035,40393,34194,11443,1608,114673,,,,,,,,,,,,,,,,,,,,,,
1938,2015-03-22,1,1,12,81,2015,03,22,3/22/15,18,1938,5793,2266,3366,1925,402,12461,3298,667,1631,960,7043,2583,5427,15171,2950,3976,5928,56,12066,5909,1107,8768,945,6345,,,27300,37772,33394,12577,1767,112810,,,,,,,,,,,,,,,,,,,,,,
1939,2015-03-22,1,1,12,81,2015,03,22,3/22/15,19,1939,6236,2526,3670,2134,413,11959,3572,741,1448,892,7084,2843,6318,15304,3614,4209,6089,59,12459,6361,1158,9217,936,6751,,,28568,38600,34983,13842,1945,117938,,,,,,,,,,,,,,,,,,,,,,
1940,2015-03-22,1,1,12,81,2015,03,22,3/22/15,20,1940,6021,2579,3660,2258,445,12020,4419,800,1573,949,8369,3196,6600,16122,3679,4425,6431,61,12411,6142,1363,9975,930,6781,,,31244,39777,36139,14049,1974,123183,,,,,,,,,,,,,,,,,,,,,,
1941,2015-03-22,1,1,12,81,2015,03,22,3/22/15,21,1941,5507,2554,3533,2239,438,11686,4351,818,1805,932,8211,3140,6410,15985,3596,3927,6398,59,12455,5617,1384,10007,917,6661,,,30929,38969,34930,13802,1939,120569,,,,,,,,,,,,,,,,,,,,,,
1942,2015-03-22,1,1,12,81,2015,03,22,3/22/15,22,1942,5806,2417,3492,2210,425,11938,3791,705,1653,863,7970,3094,6199,15475,3289,3612,5968,56,11970,5922,1344,10038,919,6157,,,29321,38448,34762,12782,1796,117109,,,,,,,,,,,,,,,,,,,,,,
1943,2015-03-22,1,1,12,81,2015,03,22,3/22/15,23,1943,5710,2304,3561,2080,424,12313,2768,602,1902,812,7821,3029,6144,15252,3137,3307,5671,52,12344,5824,1241,10434,917,5879,,,28005,38611,34728,12184,1712,115240,,,,,,,,,,,,,,,,,,,,,,
1944,2015-03-22,1,1,12,81,2015,03,22,3/22/15,24,1944,4974,2237,3474,1744,406,12178,2498,525,1252,738,7916,2634,5681,15410,2836,3288,5828,50,11929,5074,1155,10149,905,5661,,,26439,38054,32527,11522,1619,110161,,,,,,,,,,,,,,,,,,,,,,
1945,2015-03-23,1,1,12,82,2015,03,23,3/23/15,1,1945,5076,2327,3358,2318,347,10913,3093,822,1845,696,7713,2539,5365,15177,2759,2629,5144,42,11402,5178,1397,9599,889,6133,,,26847,36049,31908,11957,1680,108441,,,,,,,,,,,,,,,,,,,,,,
1946,2015-03-23,1,1,12,82,2015,03,23,3/23/15,2,1946,4965,2282,3365,2087,332,10864,2926,794,1545,686,7807,2521,5176,14903,2647,2574,5021,42,10962,5065,1380,9150,888,6092,,,25477,35528,31320,11749,1651,105725,,,,,,,,,,,,,,,,,,,,,,
1947,2015-03-23,1,1,12,82,2015,03,23,3/23/15,3,1947,4695,2243,3479,2260,332,10714,2852,793,1275,657,7927,2496,5214,14606,2663,2470,4905,41,10909,4789,1375,8781,880,6165,,,24711,35225,30816,11769,1654,104175,,,,,,,,,,,,,,,,,,,,,,
1948,2015-03-23,1,1,12,82,2015,03,23,3/23/15,4,1948,5080,2254,3441,2085,328,10530,2862,769,1019,696,7594,2488,5104,14505,2671,2505,4889,41,10833,5182,1378,8596,875,6157,,,24103,34783,31177,11819,1661,103543,,,,,,,,,,,,,,,,,,,,,,
1949,2015-03-23,1,1,12,82,2015,03,23,3/23/15,5,1949,5137,2291,3428,2053,327,10409,3028,818,1055,720,7768,2448,5186,14858,2872,2548,4820,41,10882,5240,1393,8510,872,6206,,,24225,35080,31475,12130,1704,104614,,,,,,,,,,,,,,,,,,,,,,
1950,2015-03-23,1,1,12,82,2015,03,23,3/23/15,6,1950,4966,2291,3537,1998,338,10633,3805,839,1146,745,8022,2654,5465,15308,2886,2788,4867,41,11383,5066,1420,8815,860,5978,,,25678,36141,32091,11941,1678,107529,,,,,,,,,,,,,,,,,,,,,,
1951,2015-03-23,1,1,12,82,2015,03,23,3/23/15,7,1951,4665,2210,3409,2196,357,10929,4863,836,961,774,8055,2720,5672,15978,2789,3313,5606,40,11499,4759,1489,10122,869,5953,,,29386,37214,31698,11766,1653,111717,,,,,,,,,,,,,,,,,,,,,,
1952,2015-03-23,1,1,12,82,2015,03,23,3/23/15,8,1952,5381,2018,3371,2533,341,10836,5042,980,1043,750,8392,2675,5920,16541,2809,3829,6497,39,11702,5489,1613,9624,859,6051,,,31161,37868,33639,11667,1639,115974,,,,,,,,,,,,,,,,,,,,,,
1953,2015-03-23,1,1,12,82,2015,03,23,3/23/15,9,1953,5125,1981,3441,2848,378,11135,4022,947,996,750,8747,2647,6093,16955,2928,4262,7062,39,11484,5228,1474,9694,881,6254,,,31305,38883,33231,11952,1679,117050,,,,,,,,,,,,,,,,,,,,,,
1954,2015-03-23,1,1,12,82,2015,03,23,3/23/15,10,1954,5327,1977,3276,2796,409,11406,4139,908,1030,740,8598,2740,6217,17802,2807,4282,6715,38,11478,5434,1358,10607,919,6116,,,31835,40029,33577,11678,1641,118760,,,,,,,,,,,,,,,,,,,,,,
1955,2015-03-23,1,1,12,82,2015,03,23,3/23/15,11,1955,4946,1876,3301,2571,435,12093,3844,845,1507,701,8619,2762,6090,18174,3018,3898,6784,39,11366,5045,1362,10324,951,6352,,,31135,41044,32738,11986,1684,118587,,,,,,,,,,,,,,,,,,,,,,
1956,2015-03-23,1,1,12,82,2015,03,23,3/23/15,12,1956,5308,1779,3304,2547,435,12126,3827,784,1265,715,8604,2815,5856,18338,3173,3574,6503,40,11327,5414,1406,10365,957,6279,,,30271,41016,33468,11986,1684,118425,,,,,,,,,,,,,,,,,,,,,,
1957,2015-03-23,1,1,12,82,2015,03,23,3/23/15,13,1957,5378,1761,3206,2696,401,11979,3537,796,1008,696,8633,2843,5689,18144,2977,3360,6279,40,11373,5486,1410,10081,954,6198,,,29167,40373,33713,11672,1640,116565,,,,,,,,,,,,,,,,,,,,,,
1958,2015-03-23,1,1,12,82,2015,03,23,3/23/15,14,1958,5092,1698,3257,2928,411,11818,3461,792,1665,647,8582,2810,5507,17656,2728,3178,6074,38,11047,5194,1406,10076,936,6197,,,29580,39585,32725,11308,1589,114787,,,,,,,,,,,,,,,,,,,,,,
1959,2015-03-23,1,1,12,82,2015,03,23,3/23/15,15,1959,5630,1745,3390,2732,418,12271,4497,779,1150,661,8535,2962,5868,17949,2930,3347,5690,38,10996,5743,1371,9756,944,6262,,,29322,40840,33866,11636,1635,117299,,,,,,,,,,,,,,,,,,,,,,
1960,2015-03-23,1,1,12,82,2015,03,23,3/23/15,16,1960,5938,1792,3390,2484,413,12438,4294,788,1321,706,8389,2952,5829,17875,3130,3554,5807,38,11197,6057,1263,9740,963,6319,,,29251,40908,34533,11985,1684,118361,,,,,,,,,,,,,,,,,,,,,,
1961,2015-03-23,1,1,12,82,2015,03,23,3/23/15,17,1961,5316,1856,3479,2311,400,12082,3466,707,1416,764,8250,2941,5752,17491,3089,3809,6020,39,11252,5423,1237,9688,955,6214,,,28654,40159,33182,11962,1681,115638,,,,,,,,,,,,,,,,,,,,,,
1962,2015-03-23,1,1,12,82,2015,03,23,3/23/15,18,1962,5671,2266,3416,2276,384,12042,3551,753,1648,828,8245,2800,5351,15324,3123,3982,5937,45,11247,5785,1182,9583,952,6874,,,28912,37469,33748,13136,1846,115111,,,,,,,,,,,,,,,,,,,,,,
1963,2015-03-23,1,1,12,82,2015,03,23,3/23/15,19,1963,5591,2526,3683,2524,395,11557,3846,836,1463,769,8069,3083,6229,15458,3826,4214,6097,48,11388,5703,1236,10074,943,7313,,,30290,38265,33834,14482,2035,118906,,,,,,,,,,,,,,,,,,,,,,
1964,2015-03-23,1,1,12,82,2015,03,23,3/23/15,20,1964,5499,2579,3702,2670,426,11616,4757,903,1590,818,8888,3465,6507,16285,3895,4429,6440,49,11283,5609,1455,10903,937,7346,,,33147,39473,34744,14687,2064,124115,,,,,,,,,,,,,,,,,,,,,,
1965,2015-03-23,1,1,12,82,2015,03,23,3/23/15,21,1965,5033,2554,3600,2648,418,11293,4684,923,1824,804,8822,3405,6320,16146,3807,3935,6407,47,11430,5134,1478,10937,924,7216,,,32836,38701,33824,14428,2027,121816,,,,,,,,,,,,,,,,,,,,,,
1966,2015-03-23,1,1,12,82,2015,03,23,3/23/15,22,1966,5330,2417,3543,2614,406,11537,4082,796,1670,745,8846,3354,6111,15631,3482,3621,5976,45,10963,5437,1434,10971,926,6670,,,31164,38154,33930,13359,1877,118484,,,,,,,,,,,,,,,,,,,,,,
1967,2015-03-23,1,1,12,82,2015,03,23,3/23/15,23,1967,5492,2304,3638,2460,405,11899,2980,680,1922,701,8479,3284,6057,15406,3322,3318,5679,41,11348,5602,1324,11404,924,6369,,,29767,38329,34205,12737,1790,116828,,,,,,,,,,,,,,,,,,,,,,
1968,2015-03-23,1,1,12,82,2015,03,23,3/23/15,24,1968,5156,2237,3556,2062,388,11769,2689,593,1265,637,8193,2856,5601,15565,3003,3298,5837,40,11124,5259,1232,11092,912,6132,,,28068,37791,32588,12049,1693,112189,,,,,,,,,,,,,,,,,,,,,,
1969,2015-03-24,1,1,12,83,2015,03,24,3/24/15,1,1969,5210,2296,3172,2075,320,11523,4276,700,1839,794,8244,2620,5633,16225,2723,3783,5671,80,10572,5314,1312,10616,917,6453,,,30272,37790,31960,12346,1735,114103,,,,,,,,,,,,,,,,,,,,,,
1970,2015-03-24,1,1,12,83,2015,03,24,3/24/15,2,1970,5732,2251,3180,1900,306,11472,4042,680,1757,786,8417,2602,5434,15933,2611,3634,5486,80,10396,5847,1289,10214,917,6410,,,29002,37242,32994,12138,1705,113081,,,,,,,,,,,,,,,,,,,,,,
1971,2015-03-24,1,1,12,83,2015,03,24,3/24/15,3,1971,5718,2213,3247,1834,306,11313,3732,678,1783,789,8378,2576,5474,15615,2628,3445,5464,81,10332,5833,1348,9901,908,6487,,,28185,36863,32837,12198,1714,111797,,,,,,,,,,,,,,,,,,,,,,
1972,2015-03-24,1,1,12,83,2015,03,24,3/24/15,4,1972,4903,2223,3128,1807,302,11119,3999,678,1721,824,8064,2568,5359,15507,2635,3411,5384,80,10602,5001,1350,9780,903,6479,,,28130,36318,31138,12241,1720,109547,,,,,,,,,,,,,,,,,,,,,,
1973,2015-03-24,1,1,12,83,2015,03,24,3/24/15,5,1973,5073,2260,3110,1785,302,10991,4160,672,1679,864,7966,2526,5445,15885,2834,3439,5051,81,10629,5175,1365,9833,900,6530,,,27984,36633,31369,12569,1766,110321,,,,,,,,,,,,,,,,,,,,,,
1974,2015-03-24,1,1,12,83,2015,03,24,3/24/15,6,1974,5534,2260,3155,1835,311,11227,4678,693,1731,865,8109,2739,5738,16366,2847,3695,5130,78,11023,5645,1330,10341,888,6290,,,29433,37685,33050,12340,1734,114242,,,,,,,,,,,,,,,,,,,,,,
1975,2015-03-24,1,1,12,83,2015,03,24,3/24/15,7,1975,5250,2180,3074,2148,329,11540,5339,778,1734,877,8093,2807,5955,17082,2751,3903,5933,78,11799,5355,1428,11267,897,6265,,,32530,38877,33304,12151,1707,118569,,,,,,,,,,,,,,,,,,,,,,
1976,2015-03-24,1,1,12,83,2015,03,24,3/24/15,8,1976,5572,1991,3039,2537,315,11441,5240,934,1712,876,8514,2760,6216,17684,2772,4415,6614,79,12383,5684,1566,11211,887,6367,,,34229,39582,34913,12085,1698,122507,,,,,,,,,,,,,,,,,,,,,,
1977,2015-03-24,1,1,12,83,2015,03,24,3/24/15,9,1977,5498,1954,3052,2769,349,11757,4745,972,1686,911,8606,2732,6398,18126,2889,4274,7191,82,12323,5608,1504,10984,910,6581,,,34125,40592,34767,12417,1745,123646,,,,,,,,,,,,,,,,,,,,,,
1978,2015-03-24,1,1,12,83,2015,03,24,3/24/15,10,1978,5390,1951,2942,2832,377,12044,4722,965,1684,884,8490,2828,6527,19032,2769,4769,6836,80,12394,5498,1478,11102,949,6436,,,34388,41871,34600,12120,1703,124682,,,,,,,,,,,,,,,,,,,,,,
1979,2015-03-24,1,1,12,83,2015,03,24,3/24/15,11,1979,5940,1851,2952,3008,401,12768,4740,927,1730,850,8240,2850,6394,19430,2978,4782,6853,83,12183,6059,1431,10928,982,6684,,,34399,42927,35272,12446,1749,126793,,,,,,,,,,,,,,,,,,,,,,
1980,2015-03-24,1,1,12,83,2015,03,24,3/24/15,12,1980,5557,1755,2976,2974,401,12804,4621,924,1688,853,8425,2904,6148,19605,3131,4527,6542,82,12159,5668,1401,11084,987,6607,,,33761,42921,34713,12428,1746,125569,,,,,,,,,,,,,,,,,,,,,,
1981,2015-03-24,1,1,12,83,2015,03,24,3/24/15,13,1981,5823,1737,2890,2950,369,12649,4451,896,1605,849,8354,2934,5973,19397,2938,4446,6385,81,12113,5940,1371,11112,985,6521,,,33216,42263,35164,12126,1704,124473,,,,,,,,,,,,,,,,,,,,,,
