,,,,,,,,,,,,SR-EMI  ,ER-EMI  ,WR-EMI  ,NR-EMI  ,WR-EMI  ,WR-EMI  ,NR-EMI  ,NR-EMI  ,NR-EMI  ,ER-EMI  ,SR-EMI  ,SR-EMI  ,WR-EMI  ,WR-EMI  ,ER-EMI  ,NR-EMI  ,NR-EMI  ,ER-EMI  ,SR-EMI  ,SR-EMI  ,NR-EMI  ,NR-EMI  ,WR-EMI  ,ER-EMI  ,,,NR-EMI  ,WR-EMI  ,SR-EMI  ,ER-EMI  ,NER-EMI,,,,,,,,,,,,,,,,,,,,,,,
Calendar Hour,,Calendar semester,Calendar trimester,Calendar week,Calendar day,Year,Month,Day,Date,Hour,,ANDHRA,BHR,CGS,DELHI,GOA,GUJ,HARYANA,HIMACHAL,J&K,JH,KARN,KERALA,MP,MAH,ODSA,PUNJAB,RAJ,SKM,TN,TELNGANA,UKHAND,UP,UT_WEST,WB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,2015-03-24,1,1,12,83,2015,03,24,3/24/15,14,1982,5466,1675,2924,2861,379,12479,4377,847,1735,777,8451,2899,5782,18875,2691,4167,6242,81,11779,5576,1359,11041,967,6521,,,32629,41406,34171,11745,1650,121601,,,,,,,,,,,,,,,,,,,,,,
1983,2015-03-24,1,1,12,83,2015,03,24,3/24/15,15,1983,5769,1721,3051,2412,385,12957,4917,856,1578,811,8400,3056,6161,19189,2891,4272,6039,82,12065,5885,1363,10822,974,6590,,,32259,42717,35175,12095,1699,123945,,,,,,,,,,,,,,,,,,,,,,
1984,2015-03-24,1,1,12,83,2015,03,24,3/24/15,16,1984,5687,1767,3078,2622,381,13133,4727,866,1643,856,8203,3046,6121,19110,3088,4538,5926,83,11829,5801,1313,10435,994,6650,,,32070,42817,34566,12444,1748,123645,,,,,,,,,,,,,,,,,,,,,,
1985,2015-03-24,1,1,12,83,2015,03,24,3/24/15,17,1985,6026,1831,3179,2553,369,12757,4259,859,1672,850,8062,3035,6040,18699,3047,4538,5916,81,11847,6147,1312,10281,986,6539,,,31390,42030,35117,12348,1735,122620,,,,,,,,,,,,,,,,,,,,,,
1986,2015-03-24,1,1,12,83,2015,03,24,3/24/15,18,1986,5708,2236,3174,2842,354,12714,4274,864,1656,915,8219,2890,5618,16383,3081,4971,5821,90,11959,5822,1295,10161,982,7233,,,31884,39225,34598,13555,1905,121167,,,,,,,,,,,,,,,,,,,,,,
1987,2015-03-24,1,1,12,83,2015,03,24,3/24/15,19,1987,5916,2492,3461,2903,364,12203,4518,868,1758,961,8092,3181,6541,16526,3775,5259,5659,96,12567,6035,1317,10257,973,7696,,,32539,40068,35791,15020,2110,125528,,,,,,,,,,,,,,,,,,,,,,
1988,2015-03-24,1,1,12,83,2015,03,24,3/24/15,20,1988,5831,2544,3452,2929,393,12265,5268,915,1896,988,8769,3576,6832,17410,3843,5287,5792,96,12737,5948,1432,11390,967,7730,,,34909,41319,36861,15201,2136,130426,,,,,,,,,,,,,,,,,,,,,,
1989,2015-03-24,1,1,12,83,2015,03,24,3/24/15,21,1989,5574,2519,3332,2957,386,11924,5332,912,1959,969,8918,3514,6635,17262,3756,4958,5770,94,12471,5686,1364,11629,954,7593,,,34881,40493,36163,14931,2098,128566,,,,,,,,,,,,,,,,,,,,,,
1990,2015-03-24,1,1,12,83,2015,03,24,3/24/15,22,1990,5811,2384,3293,2665,375,12181,4848,858,1950,975,8425,3462,6417,16711,3435,4781,5684,87,12205,5927,1336,11496,956,7019,,,33618,39933,35830,13900,1953,125234,,,,,,,,,,,,,,,,,,,,,,
1991,2015-03-24,1,1,12,83,2015,03,24,3/24/15,23,1991,6168,2273,3358,2456,373,12564,4363,808,1865,890,7888,3389,6360,16470,3277,4722,5509,83,12380,6292,1260,11699,954,6702,,,32682,40079,36117,13225,1858,123961,,,,,,,,,,,,,,,,,,,,,,
1992,2015-03-24,1,1,12,83,2015,03,24,3/24/15,24,1992,5988,2207,3277,2254,358,12426,4179,718,1797,840,8169,2947,5881,16641,2963,4484,5803,80,12160,6108,1225,11126,941,6453,,,31586,39524,35372,12543,1762,120787,,,,,,,,,,,,,,,,,,,,,,
1993,2015-03-25,1,1,12,84,2015,03,25,3/25/15,1,1993,6005,2296,3172,2092,320,11523,4471,642,1936,903,8152,2607,5633,16225,2803,4202,5818,78,11456,6125,1417,11065,917,6526,,,31643,37790,34345,12606,1771,118155,,,,,,,,,,,,,,,,,,,,,,
1994,2015-03-25,1,1,12,84,2015,03,25,3/25/15,2,1994,5923,2251,3180,1922,306,11472,4226,625,1888,896,8418,2590,5434,15933,2688,4026,5619,78,11128,6042,1390,10665,917,6473,,,30361,37242,34101,12386,1740,115830,,,,,,,,,,,,,,,,,,,,,,
1995,2015-03-25,1,1,12,84,2015,03,25,3/25/15,3,1995,5853,2213,3247,1811,306,11313,3869,623,1968,910,8272,2564,5474,15615,2705,3811,5616,79,11138,5970,1469,10359,908,6579,,,29526,36863,33797,12486,1754,114426,,,,,,,,,,,,,,,,,,,,,,
1996,2015-03-25,1,1,12,84,2015,03,25,3/25/15,4,1996,5614,2223,3128,1810,302,11119,4188,626,1937,946,8145,2556,5359,15507,2713,3761,5523,79,11073,5727,1471,10249,903,6579,,,29565,36318,33115,12540,1762,113300,,,,,,,,,,,,,,,,,,,,,,
1997,2015-03-25,1,1,12,84,2015,03,25,3/25/15,5,1997,5928,2260,3110,1789,302,10991,4345,613,1878,996,8112,2514,5445,15885,2917,3786,5132,79,11344,6047,1487,10336,900,6632,,,29366,36633,33945,12884,1810,114638,,,,,,,,,,,,,,,,,,,,,,
1998,2015-03-25,1,1,12,84,2015,03,25,3/25/15,6,1998,6165,2260,3155,1860,311,11227,4800,632,1927,989,8382,2726,5738,16366,2931,4058,5218,76,11723,6289,1436,10900,888,6366,,,30831,37685,35285,12622,1774,118197,,,,,,,,,,,,,,,,,,,,,,
1999,2015-03-25,1,1,12,84,2015,03,25,3/25/15,7,1999,5793,2180,3074,2203,329,11540,5366,726,1963,996,8337,2794,5955,17082,2832,4208,6039,76,12356,5909,1550,11760,897,6366,,,33815,38877,35189,12450,1749,122080,,,,,,,,,,,,,,,,,,,,,,
2000,2015-03-25,1,1,12,84,2015,03,25,3/25/15,8,2000,5878,1991,3039,2612,315,11441,5209,874,1921,1004,8759,2747,6216,17684,2853,4742,6681,77,12300,5996,1703,11802,887,6526,,,35544,39582,35680,12451,1749,125006,,,,,,,,,,,,,,,,,,,,,,
2001,2015-03-25,1,1,12,84,2015,03,25,3/25/15,9,2001,6045,1954,3052,2836,349,11757,4834,921,1898,1054,9084,2719,6398,18126,2974,4473,7264,80,12622,6166,1651,11503,910,6791,,,35380,40592,36636,12853,1806,127267,,,,,,,,,,,,,,,,,,,,,,
2002,2015-03-25,1,1,12,84,2015,03,25,3/25/15,10,2002,6127,1951,2942,2922,377,12044,4781,919,1889,1018,9062,2814,6527,19032,2851,5092,6905,78,12827,6250,1640,11443,949,6632,,,35591,41871,37080,12530,1761,128833,,,,,,,,,,,,,,,,,,,,,,
2003,2015-03-25,1,1,12,84,2015,03,25,3/25/15,11,2003,5752,1851,2952,3175,401,12768,4867,886,1862,982,8871,2837,6394,19430,3065,5189,6912,81,12756,5867,1579,11290,982,6897,,,35760,42927,36083,12876,1809,129455,,,,,,,,,,,,,,,,,,,,,,
2004,2015-03-25,1,1,12,84,2015,03,25,3/25/15,12,2004,5899,1755,2976,3138,401,12804,4727,893,1852,982,8893,2891,6148,19605,3223,4937,6592,80,12712,6017,1532,11476,987,6791,,,35147,42921,36412,12831,1803,129114,,,,,,,,,,,,,,,,,,,,,,
2005,2015-03-25,1,1,12,84,2015,03,25,3/25/15,13,2005,6010,1737,2890,3082,369,12649,4585,861,1796,982,8868,2920,5973,19397,3024,4881,6448,79,12597,6130,1491,11575,985,6685,,,34719,42263,36525,12507,1757,127771,,,,,,,,,,,,,,,,,,,,,,
2006,2015-03-25,1,1,12,84,2015,03,25,3/25/15,14,2006,5258,1675,2924,2932,379,12479,4513,808,1840,896,8730,2886,5782,18875,2770,4569,6317,79,12091,5363,1476,11488,967,6738,,,33943,41406,34328,12158,1708,123543,,,,,,,,,,,,,,,,,,,,,,
2007,2015-03-25,1,1,12,84,2015,03,25,3/25/15,15,2007,5462,1721,3051,2424,385,12957,4938,819,1738,939,8308,3042,6161,19189,2976,4665,6151,80,12358,5571,1488,11286,974,6844,,,33509,42717,34741,12560,1765,125292,,,,,,,,,,,,,,,,,,,,,,
2008,2015-03-25,1,1,12,84,2015,03,25,3/25/15,16,2008,5462,1767,3078,2723,381,13133,4753,828,1787,989,8507,3032,6121,19110,3179,4956,5989,81,12394,5571,1446,10808,994,6897,,,33290,42817,34966,12913,1814,125800,,,,,,,,,,,,,,,,,,,,,,
2009,2015-03-25,1,1,12,84,2015,03,25,3/25/15,17,2009,5539,1831,3179,2672,369,12757,4370,833,1806,961,8257,3021,6040,18699,3137,4901,5931,80,12458,5650,1450,10628,986,6738,,,32591,42030,34925,12747,1791,124084,,,,,,,,,,,,,,,,,,,,,,
2010,2015-03-25,1,1,12,84,2015,03,25,3/25/15,18,2010,5897,2236,3174,3027,354,12714,4370,832,1745,1032,8177,2876,5618,16383,3172,5410,5834,88,12244,6015,1440,10502,982,7375,,,33160,39225,35209,13903,1953,123450,,,,,,,,,,,,,,,,,,,,,,
2011,2015-03-25,1,1,12,84,2015,03,25,3/25/15,19,2011,5545,2492,3461,3057,364,12203,4599,824,1903,1118,7990,3166,6541,16526,3886,5722,5603,94,12658,5656,1457,10510,973,7852,,,33675,40068,35015,15442,2170,126370,,,,,,,,,,,,,,,,,,,,,,
2012,2015-03-25,1,1,12,84,2015,03,25,3/25/15,20,2012,5611,2544,3452,3062,393,12265,5303,865,2051,1140,9221,3559,6832,17410,3956,5712,5692,94,12966,5723,1562,11735,967,7852,,,35982,41319,37080,15586,2190,132157,,,,,,,,,,,,,,,,,,,,,,
2013,2015-03-25,1,1,12,84,2015,03,25,3/25/15,21,2013,5341,2519,3332,3099,386,11924,5396,859,2087,1118,9219,3497,6635,17262,3866,5403,5672,92,12474,5448,1468,12026,954,7746,,,36010,40493,35979,15341,2156,129979,,,,,,,,,,,,,,,,,,,,,,
2014,2015-03-25,1,1,12,84,2015,03,25,3/25/15,22,2014,5757,2384,3293,2752,375,12181,4944,818,2103,1147,8870,3446,6417,16711,3536,5247,5659,85,12293,5872,1441,11852,956,7109,,,34816,39933,36238,14261,2004,127252,,,,,,,,,,,,,,,,,,,,,,
2015,2015-03-25,1,1,12,84,2015,03,25,3/25/15,23,2015,5594,2273,3358,2527,373,12564,4600,781,1955,1039,8707,3373,6360,16470,3374,5237,5509,81,12565,5706,1365,12007,954,6844,,,33981,40079,35945,13611,1912,125528,,,,,,,,,,,,,,,,,,,,,,
2016,2015-03-25,1,1,12,84,2015,03,25,3/25/15,24,2016,5807,2207,3277,2355,358,12426,4442,696,1986,989,8731,2933,5881,16641,3050,4942,5833,78,11874,5923,1338,11364,941,6579,,,32956,39524,35268,12903,1813,122464,,,,,,,,,,,,,,,,,,,,,,
2017,2015-03-26,1,1,13,85,2015,03,26,3/26/15,1,2017,5368,2498,3387,2273,326,12042,4406,687,1948,824,8324,2659,5789,17125,2755,3791,5346,66,11715,5476,1432,10536,934,6189,,,30419,39603,33542,12332,1733,117629,,,,,,,,,,,,,,,,,,,,,,
2018,2015-03-26,1,1,13,85,2015,03,26,3/26/15,2,2018,5758,2449,3395,2081,312,12042,4165,668,1861,816,8707,2644,5585,16750,2635,3642,5172,66,11450,5873,1406,10137,936,6148,,,29132,39020,34432,12114,1702,116400,,,,,,,,,,,,,,,,,,,,,,
2019,2015-03-26,1,1,13,85,2015,03,26,3/26/15,3,2019,5569,2407,3468,2009,312,11942,3846,666,1889,819,8481,2618,5625,16344,2665,3455,5151,66,11324,5681,1471,9827,927,6222,,,28314,38618,33673,12179,1711,114495,,,,,,,,,,,,,,,,,,,,,,
2020,2015-03-26,1,1,13,85,2015,03,26,3/26/15,4,2020,5537,2419,3340,1980,308,11708,4121,666,1823,855,8430,2608,5507,16312,2665,3422,5076,65,11372,5648,1474,9706,920,6214,,,28268,38095,33595,12218,1717,113893,,,,,,,,,,,,,,,,,,,,,,
2021,2015-03-26,1,1,13,85,2015,03,26,3/26/15,5,2021,5819,2459,3321,1956,308,11524,4287,660,1778,897,8562,2557,5595,16625,2875,3449,4762,66,11511,5936,1489,9759,921,6263,,,28140,38294,34385,12560,1765,115144,,,,,,,,,,,,,,,,,,,,,,
2022,2015-03-26,1,1,13,85,2015,03,26,3/26/15,6,2022,6184,2459,3369,2010,318,11708,4821,680,1834,898,8620,2761,5897,17125,2845,3703,4836,65,11910,6308,1452,10263,913,6033,,,29599,39330,35783,12300,1728,118740,,,,,,,,,,,,,,,,,,,,,,
2023,2015-03-26,1,1,13,85,2015,03,26,3/26/15,7,2023,6071,2372,3283,2353,336,11892,5502,764,1837,910,8700,2812,6120,17750,2725,3909,5593,63,12298,6193,1559,11183,918,6008,,,32700,40299,36074,12078,1697,122848,,,,,,,,,,,,,,,,,,,,,,
2024,2015-03-26,1,1,13,85,2015,03,26,3/26/15,8,2024,5858,2166,3245,2779,321,11658,5400,917,1814,910,8839,2761,6388,18312,2755,4417,6235,62,12328,5975,1709,11127,906,6107,,,34398,40830,35761,12000,1686,124675,,,,,,,,,,,,,,,,,,,,,,
2025,2015-03-26,1,1,13,85,2015,03,26,3/26/15,9,2025,5838,2126,3259,3034,356,11975,4890,955,1786,946,9161,2741,6575,18500,2935,4274,6779,62,12510,5955,1641,10901,926,6312,,,34260,41591,36205,12381,1740,126177,,,,,,,,,,,,,,,,,,,,,,
2026,2015-03-26,1,1,13,85,2015,03,26,3/26/15,10,2026,5869,2122,3141,3103,384,12293,4866,948,1783,918,9200,2853,6708,19594,2785,4765,6444,61,12681,5987,1612,11018,962,6173,,,34539,43082,36590,12059,1694,127964,,,,,,,,,,,,,,,,,,,,,,
2027,2015-03-26,1,1,13,85,2015,03,26,3/26/15,11,2027,5469,2013,3153,3295,409,13063,4885,910,1832,882,9307,2863,6571,20125,3055,4780,6461,63,12538,5579,1562,10846,997,6411,,,34571,44318,35756,12424,1746,128815,,,,,,,,,,,,,,,,,,,,,,
2028,2015-03-26,1,1,13,85,2015,03,26,3/26/15,12,2028,5849,1910,3178,3258,409,13059,4762,908,1788,886,9549,2935,6318,20424,3264,4526,6167,63,12752,5966,1529,11001,1003,6337,,,33939,44391,37051,12460,1751,129592,,,,,,,,,,,,,,,,,,,,,,
2029,2015-03-26,1,1,13,85,2015,03,26,3/26/15,13,2029,6110,1890,3087,3232,377,12979,4587,881,1700,881,9215,2966,6139,20219,3085,4446,6019,63,12580,6232,1496,11029,1001,6255,,,33390,43802,37103,12174,1711,128180,,,,,,,,,,,,,,,,,,,,,,
2030,2015-03-26,1,1,13,85,2015,03,26,3/26/15,14,2030,5941,1822,3122,3134,386,12762,4511,832,1837,807,8176,2915,5942,19688,2815,4168,5884,61,12218,6060,1483,10958,980,6255,,,32807,42880,35310,11760,1652,124409,,,,,,,,,,,,,,,,,,,,,,
2031,2015-03-26,1,1,13,85,2015,03,26,3/26/15,15,2031,5908,1873,3258,2642,393,13230,5067,841,1671,841,9033,3068,6331,20031,3055,4272,5693,60,12470,6026,1487,10740,987,6320,,,32413,44230,36505,12149,1707,127004,,,,,,,,,,,,,,,,,,,,,,
2032,2015-03-26,1,1,13,85,2015,03,26,3/26/15,16,2032,5937,1923,3286,2872,388,13414,4871,851,1740,888,9066,3068,6290,19906,3234,4538,5587,61,12265,6056,1432,10356,1010,6378,,,32247,44294,36392,12484,1754,127171,,,,,,,,,,,,,,,,,,,,,,
2033,2015-03-26,1,1,13,85,2015,03,26,3/26/15,17,2033,6194,1992,3395,2797,376,12946,4389,844,1771,882,8721,3068,6207,19406,3174,4537,5577,62,12354,6318,1431,10204,1000,6271,,,31550,43330,36655,12381,1740,125656,,,,,,,,,,,,,,,,,,,,,,
2034,2015-03-26,1,1,13,85,2015,03,26,3/26/15,18,2034,5785,2433,3390,3113,361,12862,4405,849,1754,949,8436,2915,5773,16719,3174,4969,5488,72,12123,5901,1414,10085,995,6937,,,32077,40100,35160,13565,1906,122808,,,,,,,,,,,,,,,,,,,,,,
2035,2015-03-26,1,1,13,85,2015,03,26,3/26/15,19,2035,5988,2711,3696,3180,372,12243,4656,853,1862,998,7873,3170,6722,16656,3893,5253,5335,76,12683,6108,1437,10179,986,7381,,,32755,40675,35822,15059,2116,126427,,,,,,,,,,,,,,,,,,,,,,
2036,2015-03-26,1,1,13,85,2015,03,26,3/26/15,20,2036,6036,2768,3686,3209,400,12293,5429,899,2008,1025,9280,3579,7021,17438,3983,5282,5460,78,12567,6157,1563,11304,980,7414,,,35154,41818,37619,15268,2145,132004,,,,,,,,,,,,,,,,,,,,,,
2037,2015-03-26,1,1,13,85,2015,03,26,3/26/15,21,2037,5371,2741,3558,3239,393,12059,5494,896,2075,1006,9391,3528,6819,17438,3893,4950,5439,75,12502,5479,1488,11542,969,7282,,,35123,41236,36271,14997,2107,129734,,,,,,,,,,,,,,,,,,,,,,
2038,2015-03-26,1,1,13,85,2015,03,26,3/26/15,22,2038,5531,2594,3517,2919,382,12394,4996,843,2065,1012,8795,3477,6594,16938,3564,4774,5358,72,12254,5642,1458,11410,971,6732,,,33823,40796,35699,13974,1963,126255,,,,,,,,,,,,,,,,,,,,,,
2039,2015-03-26,1,1,13,85,2015,03,26,3/26/15,23,2039,5496,2473,3586,2690,381,12912,4496,794,1976,924,8488,3451,6536,16844,3414,4718,5193,66,12539,5606,1376,11611,967,6428,,,32854,41226,35580,13305,1869,124834,,,,,,,,,,,,,,,,,,,,,,
2040,2015-03-26,1,1,13,85,2015,03,26,3/26/15,24,2040,5389,2401,3499,2469,365,12812,4307,706,1903,872,8650,2966,6043,17156,3055,4484,5470,64,12210,5497,1336,11043,953,6189,,,31718,40828,34712,12581,1768,121607,,,,,,,,,,,,,,,,,,,,,,
2041,2015-03-27,1,1,13,86,2015,03,27,3/27/15,1,2041,5440,2472,3387,2596,326,12042,3204,797,2032,664,8272,2613,5789,17125,2806,3171,5185,80,11166,5549,1282,9524,934,6524,,,27791,39603,33040,12546,1763,114743,,,,,,,,,,,,,,,,,,,,,,
2042,2015-03-27,1,1,13,86,2015,03,27,3/27/15,2,2042,5679,2424,3395,2338,312,12042,3032,771,1702,654,8636,2598,5585,16750,2692,3104,5062,80,11107,5793,1266,9078,936,6481,,,26353,39020,33813,12331,1733,113250,,,,,,,,,,,,,,,,,,,,,,
2043,2015-03-27,1,1,13,86,2015,03,27,3/27/15,3,2043,5363,2382,3468,2531,312,11942,2955,770,1404,626,8315,2573,5625,16344,2709,2977,4945,81,11234,5471,1261,8712,927,6559,,,25555,38618,32956,12357,1736,111222,,,,,,,,,,,,,,,,,,,,,,
2044,2015-03-27,1,1,13,86,2015,03,27,3/27/15,4,2044,5301,2394,3340,2335,308,11708,2966,746,1122,664,8345,2563,5507,16312,2716,3020,4928,80,11096,5407,1264,8528,920,6550,,,24909,38095,32712,12404,1743,109863,,,,,,,,,,,,,,,,,,,,,,
2045,2015-03-27,1,1,13,86,2015,03,27,3/27/15,5,2045,5551,2434,3321,2299,308,11524,3137,794,1162,687,8429,2513,5595,16625,2921,3072,4859,81,11144,5662,1278,8442,921,6602,,,25043,38294,33299,12725,1788,111149,,,,,,,,,,,,,,,,,,,,,,
2046,2015-03-27,1,1,13,86,2015,03,27,3/27/15,6,2046,5774,2434,3369,2237,318,11708,3943,814,1263,711,8670,2714,5897,17125,2935,3364,4906,78,11826,5890,1303,8745,913,6360,,,26575,39330,34874,12518,1759,115056,,,,,,,,,,,,,,,,,,,,,,
2047,2015-03-27,1,1,13,86,2015,03,27,3/27/15,7,2047,5788,2347,3283,2459,336,11892,5039,811,1059,739,8424,2764,6120,17750,2836,4004,5651,78,12648,5904,1366,10042,918,6333,,,30431,40299,35528,12333,1733,120324,,,,,,,,,,,,,,,,,,,,,,
2048,2015-03-27,1,1,13,86,2015,03,27,3/27/15,8,2048,5626,2143,3245,2837,321,11658,5224,951,1149,715,8686,2714,6388,18312,2857,4633,6549,79,12794,5739,1480,9548,906,6437,,,32371,40830,35559,12231,1719,122710,,,,,,,,,,,,,,,,,,,,,,
2049,2015-03-27,1,1,13,86,2015,03,27,3/27/15,9,2049,5755,2103,3259,3189,356,11975,4167,919,1097,715,8892,2693,6575,18500,2978,5160,7119,82,12667,5870,1353,9618,926,6654,,,32622,41591,35877,12532,1761,124383,,,,,,,,,,,,,,,,,,,,,,
2050,2015-03-27,1,1,13,86,2015,03,27,3/27/15,10,2050,5611,2100,3141,3131,384,12293,4288,881,1134,706,8849,2804,6708,19594,2854,5185,6769,80,12795,5723,1246,10524,962,6506,,,33158,43082,35782,12246,1721,125989,,,,,,,,,,,,,,,,,,,,,,
2051,2015-03-27,1,1,13,86,2015,03,27,3/27/15,11,2051,5386,1992,3153,2879,409,13063,3982,820,1659,668,8662,2814,6571,20125,3069,4716,6839,83,12961,5494,1250,10243,997,6758,,,32388,44318,35317,12570,1766,126359,,,,,,,,,,,,,,,,,,,,,,
2052,2015-03-27,1,1,13,86,2015,03,27,3/27/15,12,2052,5596,1890,3178,2852,409,13059,3966,761,1393,682,8571,2884,6318,20424,3227,4320,6556,82,13027,5708,1290,10284,1003,6680,,,31422,44391,35786,12561,1765,125925,,,,,,,,,,,,,,,,,,,,,,
2053,2015-03-27,1,1,13,86,2015,03,27,3/27/15,13,2053,5915,1870,3087,3020,377,12979,3665,772,1110,664,8698,2915,6139,20219,3028,4060,6330,81,12604,6034,1294,10001,1001,6593,,,30252,43802,36166,12236,1719,124175,,,,,,,,,,,,,,,,,,,,,,
2054,2015-03-27,1,1,13,86,2015,03,27,3/27/15,14,2054,5913,1803,3122,3279,386,12762,3586,768,1834,617,8639,2864,5942,19688,2774,3838,6123,81,12333,6032,1290,9997,980,6593,,,30715,42880,35781,11868,1668,122912,,,,,,,,,,,,,,,,,,,,,,
2055,2015-03-27,1,1,13,86,2015,03,27,3/27/15,15,2055,5556,1853,3258,3059,393,13230,4659,756,1267,631,8497,3015,6331,20031,2980,4045,5736,82,12391,5667,1258,9679,987,6662,,,30459,44230,35126,12208,1715,123738,,,,,,,,,,,,,,,,,,,,,,
2056,2015-03-27,1,1,13,86,2015,03,27,3/27/15,16,2056,5878,1903,3286,2782,388,13414,4449,764,1455,673,8510,3015,6290,19906,3183,4297,5854,83,12325,5996,1159,9664,1010,6723,,,30424,44294,35724,12565,1765,124772,,,,,,,,,,,,,,,,,,,,,,
2057,2015-03-27,1,1,13,86,2015,03,27,3/27/15,17,2057,5890,1971,3395,2588,376,12946,3591,686,1559,729,8431,3015,6207,19406,3141,4607,6068,81,12782,6008,1135,9612,1000,6610,,,29846,43330,36126,12532,1761,123595,,,,,,,,,,,,,,,,,,,,,,
2058,2015-03-27,1,1,13,86,2015,03,27,3/27/15,18,2058,5944,2407,3390,2549,361,12862,3679,730,1815,790,8078,2864,5773,16719,3176,4818,5985,90,12648,6063,1085,9507,995,7312,,,30168,40100,35597,13775,1936,121576,,,,,,,,,,,,,,,,,,,,,,
2059,2015-03-27,1,1,13,86,2015,03,27,3/27/15,19,2059,5887,2683,3696,2827,372,12243,3985,812,1611,734,7804,3116,6722,16656,3891,5100,6147,96,12713,6005,1134,9994,986,7780,,,31610,40675,35525,15184,2133,125127,,,,,,,,,,,,,,,,,,,,,,
2060,2015-03-27,1,1,13,86,2015,03,27,3/27/15,20,2060,5970,2739,3686,2990,400,12293,4929,876,1751,781,9297,3518,7021,17438,3961,5362,6492,96,12772,6090,1335,10817,980,7815,,,34552,41818,37647,15392,2163,131572,,,,,,,,,,,,,,,,,,,,,,
2061,2015-03-27,1,1,13,86,2015,03,27,3/27/15,21,2061,6109,2713,3558,2966,393,12059,4853,896,2009,767,9324,3467,6819,17438,3871,4760,6459,94,12622,6231,1356,10851,969,7676,,,34150,41236,37753,15121,2125,130385,,,,,,,,,,,,,,,,,,,,,,
2062,2015-03-27,1,1,13,86,2015,03,27,3/27/15,22,2062,5996,2567,3517,2927,382,12394,4229,773,1840,711,9046,3417,6594,16938,3541,4377,6025,87,12240,6116,1316,10885,971,7096,,,32372,40796,36815,14002,1967,125952,,,,,,,,,,,,,,,,,,,,,,
2063,2015-03-27,1,1,13,86,2015,03,27,3/27/15,23,2063,6197,2447,3586,2754,381,12912,3087,660,2117,668,8669,3392,6536,16844,3378,4008,5725,83,12389,6321,1215,11314,967,6775,,,30880,41226,36968,13351,1876,124301,,,,,,,,,,,,,,,,,,,,,,
2064,2015-03-27,1,1,13,86,2015,03,27,3/27/15,24,2064,5837,2376,3499,2309,365,12812,2786,575,1394,608,8719,2915,6043,17156,3054,3985,5884,80,11916,5954,1131,11005,953,6524,,,29069,40828,35341,12642,1776,119656,,,,,,,,,,,,,,,,,,,,,,
2065,2015-03-28,1,1,13,87,2015,03,28,3/28/15,1,2065,5795,2450,3387,2366,363,11745,3065,836,1977,534,8357,2595,5752,15661,2505,3343,4798,79,11319,5911,1258,9126,917,6677,,,26769,37825,33977,12245,1721,112537,,,,,,,,,,,,,,,,,,,,,,
2066,2015-03-28,1,1,13,87,2015,03,28,3/28/15,2,2066,5917,2403,3394,2131,348,11693,2899,808,1656,526,8814,2577,5549,15379,2403,3272,4683,79,11293,6036,1243,8699,917,6623,,,25391,37280,34637,12034,1691,111033,,,,,,,,,,,,,,,,,,,,,,
2067,2015-03-28,1,1,13,87,2015,03,28,3/28/15,3,2067,5919,2361,3509,2307,348,11531,2826,807,1366,503,8635,2552,5589,15072,2418,3138,4575,80,11246,6038,1238,8349,908,6731,,,24606,36957,34390,12093,1699,109745,,,,,,,,,,,,,,,,,,,,,,
2068,2015-03-28,1,1,13,87,2015,03,28,3/28/15,4,2068,5629,2373,3471,2128,344,11333,2836,783,1092,534,8473,2543,5472,14968,2425,3184,4560,80,11209,5742,1241,8172,903,6731,,,23996,36491,33596,12143,1706,107932,,,,,,,,,,,,,,,,,,,,,,
2069,2015-03-28,1,1,13,87,2015,03,28,3/28/15,5,2069,5819,2412,3458,2095,343,11203,3001,832,1130,552,8364,2502,5559,15332,2607,3239,4496,80,11356,5936,1255,8090,900,6785,,,24138,36795,33977,12436,1747,109093,,,,,,,,,,,,,,,,,,,,,,
2070,2015-03-28,1,1,13,87,2015,03,28,3/28/15,6,2070,5576,2412,3567,2039,354,11443,3771,853,1229,571,8822,2713,5859,15796,2620,3548,4539,77,11993,5688,1279,8380,888,6514,,,25638,37907,34792,12194,1713,112244,,,,,,,,,,,,,,,,,,,,,,
2071,2015-03-28,1,1,13,87,2015,03,28,3/28/15,7,2071,5407,2327,3439,2241,374,11762,4819,850,1030,594,8293,2780,6081,16487,2531,4223,5229,77,12770,5515,1342,9623,897,6514,,,29357,39040,34765,12043,1692,116897,,,,,,,,,,,,,,,,,,,,,,
2072,2015-03-28,1,1,13,87,2015,03,28,3/28/15,8,2072,5594,2124,3400,2586,358,11662,4996,997,1118,575,7890,2734,6347,17069,2550,4889,6060,78,12473,5706,1453,9150,887,6677,,,31249,39723,34397,12004,1687,119060,,,,,,,,,,,,,,,,,,,,,,
2073,2015-03-28,1,1,13,87,2015,03,28,3/28/15,9,2073,5607,2085,3471,2907,397,11984,3986,963,1067,575,8291,2706,6533,17496,2658,5446,6587,81,12831,5719,1328,9217,910,6948,,,31501,40791,35154,12347,1735,121528,,,,,,,,,,,,,,,,,,,,,,
2074,2015-03-28,1,1,13,87,2015,03,28,3/28/15,10,2074,5643,2082,3304,2854,428,12276,4101,924,1104,567,8611,2801,6665,18370,2548,5473,6264,79,12988,5756,1224,10085,949,6785,,,32029,41992,35799,12061,1695,123576,,,,,,,,,,,,,,,,,,,,,,
